"state","lga","code_cm_public","code_iptp","code_smc","code_pmc","code_vacc","code_irs","code_lsm","code_itn_campaign","code_itn_routine","code_itn_urban","code_cm_private"
"Zamfara","Bakura",1,1,1,0,1,0,1,0,1,0,1
"Zamfara","Birnin Magaji",1,1,1,0,1,0,1,0,1,0,1
"Zamfara","Bukkuyum",1,1,1,0,1,0,1,0,1,0,1
"Zamfara","Bungudu",1,1,1,0,1,0,1,0,1,0,1
"Zamfara","Gummi",1,1,1,0,1,0,1,0,1,0,1
"Zamfara","Gusau",1,1,1,0,1,0,1,0,1,0,1
"Zamfara","Kaura Namoda",1,1,1,0,1,0,1,0,1,0,1
"Zamfara","Maradun",1,1,1,0,1,0,1,0,1,0,1
"Zamfara","Maru",1,1,1,0,1,0,1,0,1,0,1
"Zamfara","Shinkafi",1,1,1,0,1,0,1,0,1,0,1
"Zamfara","Talata Mafara",1,1,1,0,1,0,1,0,1,0,1
"Zamfara","Tsafe",1,1,1,0,1,0,1,0,1,0,1
"Zamfara","Zurmi",1,1,1,0,1,0,1,0,1,0,1
"Abia","Aba North",1,1,0,1,1,0,1,0,1,1,1
"Abia","Aba South",1,1,0,1,1,0,1,0,1,1,1
"Abia","Arochukwu",1,1,0,1,1,0,1,0,1,0,1
"Abia","Bende",1,1,0,1,1,0,1,0,1,0,1
"Abia","Ikwuano",1,1,0,1,1,0,1,0,1,0,1
"Abia","Isiala Ngwa North",1,1,0,1,1,0,1,0,1,0,1
"Abia","Isiala Ngwa South",1,1,0,1,1,0,1,0,1,0,1
"Abia","Isuikwato",1,1,0,1,1,0,1,0,1,0,1
"Abia","Obi Nwa",1,1,0,1,1,0,1,0,1,0,1
"Abia","Ohafia",1,1,0,1,1,0,1,0,1,0,1
"Abia","Osisioma Ngwa",1,1,0,1,1,0,1,0,1,0,1
"Abia","Ugwunagbo",1,1,0,1,1,0,1,0,1,0,1
"Abia","Ukwa East",1,1,0,1,1,0,1,0,1,0,1
"Abia","Ukwa West",1,1,0,1,1,0,1,0,1,0,1
"Abia","Umuahia North",1,1,0,1,1,0,1,0,1,0,1
"Abia","Umuahia South",1,1,0,1,1,0,1,0,1,0,1
"Abia","Umu Nneochi",1,1,0,1,1,0,1,0,1,0,1
"Anambra","Aguata",1,1,0,0,1,0,1,1,0,0,1
"Anambra","Anambra East",1,1,0,0,1,0,1,1,0,0,1
"Anambra","Anambra West",1,1,0,0,1,0,1,1,0,0,1
"Anambra","Anaocha",1,1,0,0,1,0,1,1,0,0,1
"Anambra","Awka North",1,1,0,0,1,0,1,1,0,0,1
"Anambra","Awka South",1,1,0,0,1,0,1,1,0,0,1
"Anambra","Ayamelum",1,1,0,0,1,0,1,1,0,0,1
"Anambra","Dunukofia",1,1,0,0,1,0,1,1,0,0,1
"Anambra","Ekwusigo",1,1,0,0,1,0,1,1,0,0,1
"Anambra","Idemili North",1,1,0,0,1,0,1,1,0,1,1
"Anambra","Idemili South",1,1,0,0,1,0,1,1,0,1,1
"Anambra","Ihiala",1,1,0,0,1,0,1,1,0,0,1
"Anambra","Njikoka",1,1,0,0,1,0,1,1,0,0,1
"Anambra","Nnewi North",1,1,0,0,1,0,1,1,0,0,1
"Anambra","Nnewi South",1,1,0,0,1,0,1,1,0,0,1
"Anambra","Ogbaru",1,1,0,0,1,0,1,1,0,0,1
"Anambra","Onitsha North",1,1,0,0,1,0,1,1,0,1,1
"Anambra","Onitsha South",1,1,0,0,1,0,1,1,0,1,1
"Anambra","Orumba North",1,1,0,0,1,0,1,1,0,0,1
"Anambra","Orumba South",1,1,0,0,1,0,1,1,0,0,1
"Anambra","Oyi",1,1,0,0,1,0,1,1,0,0,1
"Ebonyi","Abakaliki",1,1,0,1,1,0,1,0,1,0,1
"Ebonyi","Afikpo North",1,1,0,1,1,0,1,0,1,0,1
"Ebonyi","Afikpo South",1,1,0,1,1,0,1,0,1,0,1
"Ebonyi","Ebonyi",1,1,0,1,1,0,1,0,1,0,1
"Ebonyi","Ezza North",1,1,0,1,1,0,1,0,1,0,1
"Ebonyi","Ezza South",1,1,0,1,1,0,1,0,1,0,1
"Ebonyi","Ikwo",1,1,0,1,1,0,1,0,1,0,1
"Ebonyi","Ishielu",1,1,0,1,1,0,1,0,1,0,1
"Ebonyi","Ivo",1,1,0,1,1,0,1,0,1,0,1
"Ebonyi","Izzi",1,1,0,1,1,0,1,0,1,0,1
"Ebonyi","Ohaozara",1,1,0,1,1,0,1,0,1,0,1
"Ebonyi","Ohaukwu",1,1,0,1,1,0,1,0,1,0,1
"Ebonyi","Onicha",1,1,0,1,1,0,1,0,1,0,1
"Enugu","Aninri",1,1,0,1,1,0,1,0,1,0,1
"Enugu","Awgu",1,1,0,1,1,0,1,0,1,0,1
"Enugu","Enugu East",1,1,0,1,1,0,1,0,1,1,1
"Enugu","Enugu North",1,1,0,1,1,0,1,0,1,1,1
"Enugu","Enugu South",1,1,0,1,1,0,1,0,1,1,1
"Enugu","Ezeagu",1,1,0,1,1,0,1,0,1,0,1
"Enugu","Igbo Etiti",1,1,0,1,1,0,1,0,1,0,1
"Enugu","Igbo Eze North",1,1,0,1,1,0,1,0,1,0,1
"Enugu","Igbo Eze South",1,1,0,1,1,0,1,0,1,0,1
"Enugu","Isi Uzo",1,1,0,1,1,0,1,0,1,0,1
"Enugu","Nkanu East",1,1,0,1,1,0,1,0,1,0,1
"Enugu","Nkanu West",1,1,0,1,1,0,1,0,1,0,1
"Enugu","Nsukka",1,1,0,1,1,0,1,0,1,1,1
"Enugu","Oji River",1,1,0,1,1,0,1,0,1,0,1
"Enugu","Udenu",1,1,0,1,1,0,1,0,1,0,1
"Enugu","Udi",1,1,0,1,1,0,1,0,1,0,1
"Enugu","Uzo Uwani",1,1,0,1,1,0,1,0,1,0,1
"Imo","Aboh Mbaise",1,1,0,1,1,0,1,0,1,0,1
"Imo","Ahiazu Mbaise",1,1,0,1,1,0,1,0,1,0,1
"Imo","Ehime Mbano",1,1,0,1,1,0,1,0,1,0,1
"Imo","Ezinihitte",1,1,0,1,1,0,1,0,1,0,1
"Imo","Ideato North",1,1,0,1,1,0,1,0,1,0,1
"Imo","Ideato South",1,1,0,1,1,0,1,0,1,0,1
"Imo","Ihitte/Uboma",1,1,0,1,1,0,1,0,1,0,1
"Imo","Ikeduru",1,1,0,1,1,0,1,0,1,0,1
"Imo","Isiala Mbano",1,1,0,1,1,0,1,0,1,0,1
"Imo","Isu",1,1,0,1,1,0,1,0,1,0,1
"Imo","Mbaitoli",1,1,0,1,1,0,1,0,1,0,1
"Imo","Ngor Okpala",1,1,0,1,1,0,1,0,1,0,1
"Imo","Njaba",1,1,0,1,1,0,1,0,1,0,1
"Imo","Nkwerre",1,1,0,1,1,0,1,0,1,0,1
"Imo","Nwangele",1,1,0,1,1,0,1,0,1,0,1
"Imo","Obowo",1,1,0,1,1,0,1,0,1,0,1
"Imo","Oguta",1,1,0,1,1,0,1,0,1,0,1
"Imo","Ohaji/Egbema",1,1,0,1,1,0,1,0,1,0,1
"Imo","Okigwe",1,1,0,1,1,0,1,0,1,0,1
"Imo","Orlu",1,1,0,1,1,0,1,0,1,0,1
"Imo","Orsu",1,1,0,1,1,0,1,0,1,0,1
"Imo","Oru East",1,1,0,1,1,0,1,0,1,0,1
"Imo","Oru West",1,1,0,1,1,0,1,0,1,0,1
"Imo","Owerri Municipal",1,1,0,1,1,0,1,0,1,1,1
"Imo","Owerri North",1,1,0,1,1,0,1,0,1,1,1
"Imo","Owerri West",1,1,0,1,1,0,1,0,1,1,1
"Imo","Unuimo",1,1,0,1,1,0,1,0,1,0,1
"Akwa Ibom","Abak",1,1,0,1,1,0,1,1,0,0,1
"Akwa Ibom","Eastern Obolo",1,1,0,1,1,0,1,1,0,0,1
"Akwa Ibom","Eket",1,1,0,1,1,0,1,1,0,0,1
"Akwa Ibom","Esit Eket",1,1,0,1,1,0,1,1,0,0,1
"Akwa Ibom","Essien Udim",1,1,0,1,1,0,1,1,0,0,1
"Akwa Ibom","Etim Ekpo",1,1,0,1,1,0,1,1,0,0,1
"Akwa Ibom","Etinan",1,1,0,1,1,0,1,1,0,0,1
"Akwa Ibom","Ibeno",1,1,0,1,1,0,1,1,0,0,1
"Akwa Ibom","Ibesikpo Asutan",1,1,0,1,1,0,1,1,0,0,1
"Akwa Ibom","Ibiono Ibom",1,1,0,1,1,0,1,1,0,0,1
"Akwa Ibom","Ika",1,1,0,1,1,0,1,1,0,0,1
"Akwa Ibom","Ikono",1,1,0,1,1,0,1,1,0,0,1
"Akwa Ibom","Ikot Abasi",1,1,0,1,1,0,1,1,0,0,1
"Akwa Ibom","Ikot Ekpene",1,1,0,1,1,0,1,1,0,0,1
"Akwa Ibom","Ini",1,1,0,1,1,0,1,1,0,0,1
"Akwa Ibom","Itu",1,1,0,1,1,0,1,1,0,0,1
"Akwa Ibom","Mbo",1,1,0,1,1,0,1,1,0,0,1
"Akwa Ibom","Mkpat Enin",1,1,0,1,1,0,1,1,0,0,1
"Akwa Ibom","Nsit Atai",1,1,0,1,1,0,1,1,0,0,1
"Akwa Ibom","Nsit Ibom",1,1,0,1,1,0,1,1,0,0,1
"Akwa Ibom","Nsit Ubium",1,1,0,1,1,0,1,1,0,0,1
"Akwa Ibom","Obot Akara",1,1,0,1,1,0,1,1,0,0,1
"Akwa Ibom","Okobo",1,1,0,1,1,0,1,1,0,0,1
"Akwa Ibom","Onna",1,1,0,1,1,0,1,1,0,0,1
"Akwa Ibom","Oron",1,1,0,1,1,0,1,1,0,0,1
"Akwa Ibom","Oruk Anam",1,1,0,1,1,0,1,1,0,0,1
"Akwa Ibom","Udung Uko",1,1,0,1,1,0,1,1,0,0,1
"Akwa Ibom","Ukanafun",1,1,0,1,1,0,1,1,0,0,1
"Akwa Ibom","Uruan",1,1,0,1,1,0,1,1,0,0,1
"Akwa Ibom","Urue Offong/Oruko",1,1,0,1,1,0,1,1,0,0,1
"Akwa Ibom","Uyo",1,1,0,1,1,0,1,1,0,0,1
"Bayelsa","Brass",1,1,0,1,1,0,1,0,1,0,1
"Bayelsa","Ekeremor",1,1,0,1,1,0,1,0,1,0,1
"Bayelsa","Kolokuma/Opokuma",1,1,0,1,1,0,1,0,1,0,1
"Bayelsa","Nembe",1,1,0,1,1,0,1,0,1,0,1
"Bayelsa","Ogbia",1,1,0,1,1,0,1,0,1,0,1
"Bayelsa","Sagbama",1,1,0,1,1,0,1,0,1,0,1
"Bayelsa","Southern Ijaw",1,1,0,1,1,0,1,0,1,0,1
"Bayelsa","Yenegoa",1,1,0,1,1,0,1,0,1,0,1
"Cross River","Abi",1,1,0,1,1,0,1,0,1,0,1
"Cross River","Akamkpa",1,1,0,1,1,0,1,0,1,0,1
"Cross River","Akpabuyo",1,1,0,1,1,0,1,0,1,0,1
"Cross River","Bakassi",1,1,0,1,1,0,1,0,1,0,1
"Cross River","Bekwara",1,1,0,1,1,0,1,0,1,0,1
"Cross River","Biase",1,1,0,1,1,0,1,0,1,0,1
"Cross River","Boki",1,1,0,1,1,0,1,0,1,0,1
"Cross River","Calabar Municipal",1,1,0,1,1,0,1,0,1,0,1
"Cross River","Calabar South",1,1,0,1,1,0,1,0,1,0,1
"Cross River","Etung",1,1,0,1,1,0,1,0,1,0,1
"Cross River","Ikom",1,1,0,1,1,0,1,0,1,0,1
"Cross River","Obanliku",1,1,0,1,1,0,1,0,1,0,1
"Cross River","Obubra",1,1,0,1,1,0,1,0,1,0,1
"Cross River","Obudu",1,1,0,1,1,0,1,0,1,0,1
"Cross River","Odukpani",1,1,0,1,1,0,1,0,1,0,1
"Cross River","Ogoja",1,1,0,1,1,0,1,0,1,0,1
"Cross River","Yakurr",1,1,0,1,1,0,1,0,1,0,1
"Cross River","Yala",1,1,0,1,1,0,1,0,1,0,1
"Delta","Aniocha North",1,1,0,1,1,0,1,1,0,0,1
"Delta","Aniocha South",1,1,0,1,1,0,1,1,0,0,1
"Delta","Bomadi",1,1,0,1,1,0,1,1,0,0,1
"Delta","Burutu",1,1,0,1,1,0,1,1,0,0,1
"Delta","Ethiope East",1,1,0,1,1,0,1,1,0,0,1
"Delta","Ethiope West",1,1,0,1,1,0,1,1,0,0,1
"Delta","Ika North East",1,1,0,1,1,0,1,1,0,0,1
"Delta","Ika South",1,1,0,1,1,0,1,1,0,0,1
"Delta","Isoko North",1,1,0,1,1,0,1,1,0,0,1
"Delta","Isoko South",1,1,0,1,1,0,1,1,0,0,1
"Delta","Ndokwa East",1,1,0,1,1,0,1,1,0,0,1
"Delta","Ndokwa West",1,1,0,1,1,0,1,1,0,0,1
"Delta","Okpe",1,1,0,1,1,0,1,1,0,0,1
"Delta","Oshimili North",1,1,0,1,1,0,1,1,0,0,1
"Delta","Oshimili South",1,1,0,1,1,0,1,1,0,0,1
"Delta","Patani",1,1,0,1,1,0,1,1,0,0,1
"Delta","Sapele",1,1,0,1,1,0,1,1,0,0,1
"Delta","Udu",1,1,0,1,1,0,1,1,0,0,1
"Delta","Ughelli North",1,1,0,1,1,0,1,1,0,0,1
"Delta","Ughelli South",1,1,0,1,1,0,1,1,0,0,1
"Delta","Ukwuani",1,1,0,1,1,0,1,1,0,0,1
"Delta","Uvwie",1,1,0,1,1,0,1,1,0,0,1
"Delta","Warri North",1,1,0,1,1,0,1,1,0,1,1
"Delta","Warri South",1,1,0,1,1,0,1,1,0,1,1
"Delta","Warri South West",1,1,0,1,1,0,1,1,0,1,1
"Edo","Akoko Edo",1,1,0,1,1,0,1,0,1,0,1
"Edo","Egor",1,1,0,1,1,0,1,0,1,1,1
"Edo","Esan Central",1,1,0,1,1,0,1,0,1,0,1
"Edo","Esan North East",1,1,0,1,1,0,1,0,1,0,1
"Edo","Esan South East",1,1,0,1,1,0,1,0,1,0,1
"Edo","Esan West",1,1,0,1,1,0,1,0,1,0,1
"Edo","Etsako Central",1,1,0,1,1,0,1,0,1,0,1
"Edo","Etsako East",1,1,0,1,1,0,1,0,1,0,1
"Edo","Etsako West",1,1,0,1,1,0,1,0,1,0,1
"Edo","Igueben",1,1,0,1,1,0,1,0,1,0,1
"Edo","Ikpoba Okha",1,1,0,1,1,0,1,0,1,1,1
"Edo","Oredo",1,1,0,1,1,0,1,0,1,1,1
"Edo","Orhionmwon",1,1,0,1,1,0,1,0,1,0,1
"Edo","Ovia North East",1,1,0,1,1,0,1,0,1,0,1
"Edo","Ovia South West",1,1,0,1,1,0,1,0,1,0,1
"Edo","Owan East",1,1,0,1,1,0,1,0,1,0,1
"Edo","Owan West",1,1,0,1,1,0,1,0,1,0,1
"Edo","Uhunmwonde",1,1,0,1,1,0,1,0,1,1,1
"Rivers","Abua/Odual",1,1,0,1,1,0,1,0,1,0,1
"Rivers","Ahoada East",1,1,0,1,1,0,1,0,1,0,1
"Rivers","Ahoada West",1,1,0,1,1,0,1,0,1,0,1
"Rivers","Akuku Toru",1,1,0,1,1,0,1,0,1,0,1
"Rivers","Andoni",1,1,0,1,1,0,1,0,1,0,1
"Rivers","Asari Toru",1,1,0,1,1,0,1,0,1,0,1
"Rivers","Bonny",1,1,0,1,1,0,1,0,1,0,1
"Rivers","Degema",1,1,0,1,1,0,1,0,1,0,1
"Rivers","Eleme",1,1,0,1,1,0,1,0,1,0,1
"Rivers","Emohua",1,1,0,1,1,0,1,0,1,0,1
"Rivers","Etche",1,1,0,1,1,0,1,0,1,0,1
"Rivers","Gokana",1,1,0,1,1,0,1,0,1,0,1
"Rivers","Ikwerre",1,1,0,1,1,0,1,0,1,0,1
"Rivers","Khana",1,1,0,1,1,0,1,0,1,0,1
"Rivers","Obia/Akpor",1,1,0,1,1,0,1,0,1,0,1
"Rivers","Ogba/Egbema/Ndoni",1,1,0,1,1,0,1,0,1,0,1
"Rivers","Ogu/Bolo",1,1,0,1,1,0,1,0,1,0,1
"Rivers","Okrika",1,1,0,1,1,0,1,0,1,0,1
"Rivers","Omumma",1,1,0,1,1,0,1,0,1,0,1
"Rivers","Opobo/Nkoro",1,1,0,1,1,0,1,0,1,0,1
"Rivers","Oyigbo",1,1,0,1,1,0,1,0,1,0,1
"Rivers","Port Harcourt",1,1,0,1,1,0,1,0,1,0,1
"Rivers","Tai",1,1,0,1,1,0,1,0,1,0,1
"Ekiti","Ado Ekiti",1,1,0,1,1,0,1,0,1,0,1
"Ekiti","Aiyekire (Gboyin)",1,1,0,1,1,0,1,0,1,0,1
"Ekiti","Efon Alayee",1,1,0,1,1,0,1,0,1,0,1
"Ekiti","Ekiti East",1,1,0,1,1,0,1,0,1,0,1
"Ekiti","Ekiti South West",1,1,0,1,1,0,1,0,1,0,1
"Ekiti","Ekiti West",1,1,0,1,1,0,1,0,1,0,1
"Ekiti","Emure",1,1,0,1,1,0,1,0,1,0,1
"Ekiti","Idosi Osi",1,1,0,1,1,0,1,0,1,0,1
"Ekiti","Ijero",1,1,0,1,1,0,1,0,1,0,1
"Ekiti","Ikere",1,1,0,1,1,0,1,0,1,0,1
"Ekiti","Ikole",1,1,0,1,1,0,1,0,1,0,1
"Ekiti","Ilejemeje",1,1,0,1,1,0,1,0,1,0,1
"Ekiti","Irepodun/Ifelodun",1,1,0,1,1,0,1,0,1,0,1
"Ekiti","Ise/Orun",1,1,0,1,1,0,1,0,1,0,1
"Ekiti","Moba",1,1,0,1,1,0,1,0,1,0,1
"Ekiti","Oye",1,1,0,1,1,0,1,0,1,0,1
"Lagos","Agege",1,1,0,1,1,0,1,0,1,1,1
"Lagos","Ajeromi Ifelodun",1,1,0,0,1,0,1,0,1,1,1
"Lagos","Alimosho",1,1,0,1,1,0,1,0,1,1,1
"Lagos","Amuwo Odofin",1,1,0,1,1,0,1,0,1,1,1
"Lagos","Apapa",1,1,0,0,1,0,1,0,1,1,1
"Lagos","Badagry",1,1,0,1,1,0,1,0,1,0,1
"Lagos","Epe",1,1,0,1,1,0,1,0,1,0,1
"Lagos","Eti Osa",1,1,0,1,1,0,1,0,1,1,1
"Lagos","Ibeju/Lekki",1,1,0,1,1,0,1,0,1,0,1
"Lagos","Ifako Ijaye",1,1,0,1,1,0,1,0,1,1,1
"Lagos","Ikeja",1,1,0,1,1,0,1,0,1,1,1
"Lagos","Ikorodu",1,1,0,1,1,0,1,0,1,0,1
"Lagos","Kosofe",1,1,0,1,1,0,1,0,1,1,1
"Lagos","Lagos Island",1,1,0,1,1,0,1,0,1,1,1
"Lagos","Lagos Mainland",1,1,0,1,1,0,1,0,1,1,1
"Lagos","Mushin",1,1,0,0,1,0,1,0,1,1,1
"Lagos","Ojo",1,1,0,1,1,0,1,0,1,1,1
"Lagos","Oshodi Isolo",1,1,0,0,1,0,1,0,1,1,1
"Lagos","Shomolu",1,1,0,1,1,0,1,0,1,1,1
"Lagos","Surulere",1,1,0,0,1,0,1,0,1,1,1
"Ogun","Abeokuta North",1,1,0,1,1,0,1,0,1,1,1
"Ogun","Abeokuta South",1,1,0,1,1,0,1,0,1,1,1
"Ogun","Ado Odo/Ota",1,1,0,1,1,0,1,0,1,0,1
"Ogun","Ewekoro",1,1,0,1,1,0,1,0,1,0,1
"Ogun","Ifo",1,1,0,1,1,0,1,0,1,0,1
"Ogun","Ijebu East",1,1,0,1,1,0,1,0,1,0,1
"Ogun","Ijebu North",1,1,0,1,1,0,1,0,1,0,1
"Ogun","Ijebu North East",1,1,0,1,1,0,1,0,1,0,1
"Ogun","Ijebu Ode",1,1,0,1,1,0,1,0,1,0,1
"Ogun","Ikenne",1,1,0,1,1,0,1,0,1,0,1
"Ogun","Imeko Afon",1,1,0,1,1,0,1,0,1,0,1
"Ogun","Ipokia",1,1,0,1,1,0,1,0,1,0,1
"Ogun","Obafemi Owode",1,1,0,1,1,0,1,0,1,0,1
"Ogun","Odeda",1,1,0,1,1,0,1,0,1,0,1
"Ogun","Odogbolu",1,1,0,1,1,0,1,0,1,0,1
"Ogun","Ogun Waterside",1,1,0,1,1,0,1,0,1,0,1
"Ogun","Remo North",1,1,0,1,1,0,1,0,1,0,1
"Ogun","Shagamu",1,1,0,1,1,0,1,0,1,0,1
"Ogun","Yewa North",1,1,0,1,1,0,1,0,1,0,1
"Ogun","Yewa South",1,1,0,1,1,0,1,0,1,0,1
"Ondo","Akoko North East",1,1,0,1,1,0,1,0,1,0,1
"Ondo","Akoko North West",1,1,0,1,1,0,1,0,1,0,1
"Ondo","Akoko South East",1,1,0,1,1,0,1,0,1,0,1
"Ondo","Akoko South West",1,1,0,1,1,0,1,0,1,0,1
"Ondo","Akure North",1,1,0,1,1,0,1,0,1,1,1
"Ondo","Akure South",1,1,0,1,1,0,1,0,1,1,1
"Ondo","Ese Odo",1,1,0,1,1,0,1,0,1,0,1
"Ondo","Idanre",1,1,0,1,1,0,1,0,1,0,1
"Ondo","Ifedore",1,1,0,1,1,0,1,0,1,0,1
"Ondo","Ilaje",1,1,0,1,1,0,1,0,1,0,1
"Ondo","Ile Oluji Okeigbo",1,1,0,1,1,0,1,0,1,0,1
"Ondo","Irele",1,1,0,1,1,0,1,0,1,0,1
"Ondo","Odigbo",1,1,0,1,1,0,1,0,1,0,1
"Ondo","Okitipupa",1,1,0,1,1,0,1,0,1,0,1
"Ondo","Ondo East",1,1,0,1,1,0,1,0,1,0,1
"Ondo","Ondo West",1,1,0,1,1,0,1,0,1,0,1
"Ondo","Ose",1,1,0,1,1,0,1,0,1,0,1
"Ondo","Owo",1,1,0,1,1,0,1,0,1,0,1
"Osun","Aiyedade",1,1,0,1,1,0,1,0,1,0,1
"Osun","Aiyedire",1,1,0,1,1,0,1,0,1,0,1
"Osun","Atakumosa East",1,1,0,1,1,0,1,0,1,0,1
"Osun","Atakumosa West",1,1,0,1,1,0,1,0,1,0,1
"Osun","Boluwaduro",1,1,0,1,1,0,1,0,1,0,1
"Osun","Boripe",1,1,0,1,1,0,1,0,1,0,1
"Osun","Ede North",1,1,0,1,1,0,1,0,1,1,1
"Osun","Ede South",1,1,0,1,1,0,1,0,1,1,1
"Osun","Egbedore",1,1,0,1,1,0,1,0,1,1,1
"Osun","Ejigbo",1,1,0,1,1,0,1,0,1,0,1
"Osun","Ife Central",1,1,0,1,1,0,1,0,1,0,1
"Osun","Ife East",1,1,0,1,1,0,1,0,1,0,1
"Osun","Ife North",1,1,0,1,1,0,1,0,1,1,1
"Osun","Ife South",1,1,0,1,1,0,1,0,1,0,1
"Osun","Ifedayo",1,1,0,1,1,0,1,0,1,0,1
"Osun","Ifelodun",1,1,0,1,1,0,1,0,1,1,1
"Osun","Ila",1,1,0,1,1,0,1,0,1,0,1
"Osun","Ilesha East",1,1,0,1,1,0,1,0,1,0,1
"Osun","Ilesha West",1,1,0,1,1,0,1,0,1,0,1
"Osun","Irepodun",1,1,0,1,1,0,1,0,1,1,1
"Osun","Irewole",1,1,0,1,1,0,1,0,1,0,1
"Osun","Isokan",1,1,0,1,1,0,1,0,1,0,1
"Osun","Iwo",1,1,0,1,1,0,1,0,1,0,1
"Osun","Obokun",1,1,0,1,1,0,1,0,1,0,1
"Osun","Odo Otin",1,1,0,1,1,0,1,0,1,0,1
"Osun","Ola Oluwa",1,1,0,1,1,0,1,0,1,0,1
"Osun","Olorunda",1,1,0,1,1,0,1,0,1,1,1
"Osun","Oriade",1,1,0,1,1,0,1,0,1,0,1
"Osun","Orolu",1,1,0,1,1,0,1,0,1,1,1
"Osun","Osogbo",1,1,0,1,1,0,1,0,1,1,1
"Oyo","Afijio",1,1,0,1,1,0,1,0,1,0,1
"Oyo","Akinyele",1,1,0,1,1,0,1,0,1,0,1
"Oyo","Atiba",1,1,0,1,1,0,1,0,1,0,1
"Oyo","Atigbo",1,1,0,1,1,0,1,0,1,0,1
"Oyo","Egbeda",1,1,0,1,1,0,1,0,1,0,1
"Oyo","Ibadan Central (Ibadan North East)",1,1,0,1,1,0,1,0,1,1,1
"Oyo","Ibadan North",1,1,0,1,1,0,1,0,1,1,1
"Oyo","Ibadan North West",1,1,0,1,1,0,1,0,1,1,1
"Oyo","Ibadan South East",1,1,0,1,1,0,1,0,1,1,1
"Oyo","Ibadan South West",1,1,0,1,1,0,1,0,1,1,1
"Oyo","Ibarapa Central",1,1,0,1,1,0,1,0,1,0,1
"Oyo","Ibarapa East",1,1,0,1,1,0,1,0,1,0,1
"Oyo","Ibarapa North",1,1,0,1,1,0,1,0,1,0,1
"Oyo","Ido",1,1,0,1,1,0,1,0,1,0,1
"Oyo","Irepo",1,1,0,1,1,0,1,0,1,0,1
"Oyo","Iseyin",1,1,0,1,1,0,1,0,1,0,1
"Oyo","Itesiwaju",1,1,0,1,1,0,1,0,1,0,1
"Oyo","Iwajowa",1,1,0,1,1,0,1,0,1,0,1
"Oyo","Kajola",1,1,0,1,1,0,1,0,1,0,1
"Oyo","Lagelu",1,1,0,1,1,0,1,0,1,0,1
"Oyo","Ogbomosho North",1,1,1,0,1,0,1,0,1,1,1
"Oyo","Ogbomosho South",1,1,0,1,1,0,1,0,1,1,1
"Oyo","Ogo Oluwa",1,1,0,1,1,0,1,0,1,0,1
"Oyo","Olorunsogo",1,1,1,0,1,0,1,0,1,0,1
"Oyo","Oluyole",1,1,0,1,1,0,1,0,1,0,1
"Oyo","Ona Ara",1,1,0,1,1,0,1,0,1,0,1
"Oyo","Orelope",1,1,0,1,1,0,1,0,1,0,1
"Oyo","Ori Ire",1,1,0,1,1,0,1,0,1,0,1
"Oyo","Oyo East",1,1,0,1,1,0,1,0,1,0,1
"Oyo","Oyo West",1,1,0,1,1,0,1,0,1,0,1
"Oyo","Saki East",1,1,1,0,1,0,1,0,1,0,1
"Oyo","Saki West",1,1,1,0,1,0,1,0,1,0,1
"Oyo","Surulere",1,1,0,1,1,0,1,0,1,0,1
