"state","lga","full_name","value","intervention"
"Benue","Agatu","cm_ras_prcurement_cost",254341.275687448,"cm_public"
"Benue","Agatu","cm_rdt_kits_distribution_cost",11115539.2038479,"cm_public"
"Benue","Agatu","cm_al_distribution_cost",22779642.4981495,"cm_public"
"Benue","Agatu","cm_iv_artesunate_distribution_cost",3623322.20767198,"cm_public"
"Benue","Agatu","cm_ras_distribution_cost",63585.318921862,"cm_public"
"Benue","Agatu","iptp_sp_procurement_cost",20012000.8874017,"iptp"
"Benue","Agatu","iptp_sp_distribution_cost",5003000.22185041,"iptp"
"Benue","Agatu","itn_campaign_net_procurement_cost",633586575.119222,"itn_campaign"
"Benue","Agatu","itn_campaign_net_distribution_procurement_cost",22688992.1146051,"itn_campaign"
"Benue","Agatu","itn_campaign_campaign_cost",66251856.9746469,"itn_campaign"
"Benue","Agatu","itn_routine_net_procurement_cost",93951301.7222057,"itn_routine"
"Benue","Agatu","itn_routine_net_operational_cost",23487825.4305514,"itn_routine"
"Benue","Agatu","smc_spaq_total_procurement_cost",66979832.3790844,"smc"
"Benue","Agatu","smc_campaign_cost",75957518.0559148,"smc"
"Benue","Agatu","pmc_sp_procurement_cost",61298260.0822338,"pmc"
"Benue","Agatu","pmc_distribution_cost",2123689.66192704,"pmc"
"Benue","Agatu","cm_private_total_cost",256322287.055522,"cm_private"
"Benue","Apa","vacc_procurement_cost",166310753.372731,"vacc"
"Benue","Apa","vacc_operational_cost",10394422.0857957,"vacc"
"Benue","Apa","cm_rdt_kits_procurement_cost",37224560.642522,"cm_public"
"Benue","Apa","cm_al_procurement_cost",76286194.3119946,"cm_public"
"Benue","Apa","cm_iv_artesunate_procurement_cost",12134056.1868732,"cm_public"
"Benue","Apa","cm_ras_prcurement_cost",212939.338054026,"cm_public"
"Benue","Apa","cm_rdt_kits_distribution_cost",9306140.1606305,"cm_public"
"Benue","Apa","cm_al_distribution_cost",19071548.5779987,"cm_public"
"Benue","Apa","cm_iv_artesunate_distribution_cost",3033514.04671829,"cm_public"
"Benue","Apa","cm_ras_distribution_cost",53234.8345135064,"cm_public"
"Benue","Apa","iptp_sp_procurement_cost",16754426.5498476,"iptp"
"Benue","Apa","iptp_sp_distribution_cost",4188606.6374619,"iptp"
"Benue","Apa","itn_campaign_net_procurement_cost",530450692.838382,"itn_campaign"
"Benue","Apa","itn_campaign_net_distribution_procurement_cost",18995654.3582574,"itn_campaign"
"Benue","Apa","itn_campaign_campaign_cost",55467310.7261117,"itn_campaign"
"Benue","Apa","itn_routine_net_procurement_cost",78657811.0216964,"itn_routine"
"Benue","Apa","itn_routine_net_operational_cost",19664452.7554241,"itn_routine"
"Benue","Apa","smc_spaq_total_procurement_cost",56076785.5363704,"smc"
"Benue","Apa","smc_campaign_cost",63593074.1926819,"smc"
"Benue","Apa","pmc_sp_procurement_cost",51320065.4926908,"pmc"
"Benue","Apa","pmc_distribution_cost",1777993.2479329,"pmc"
"Benue","Apa","cm_private_total_cost",214597878.329312,"cm_private"
"Benue","Buruku","vacc_procurement_cost",354368381.966911,"vacc"
"Benue","Buruku","vacc_operational_cost",22148023.8729319,"vacc"
"Benue","Buruku","cm_rdt_kits_procurement_cost",79316622.9892299,"cm_public"
"Benue","Buruku","cm_al_procurement_cost",162547608.597313,"cm_public"
"Benue","Buruku","cm_iv_artesunate_procurement_cost",25854767.4785705,"cm_public"
"Benue","Buruku","cm_ras_prcurement_cost",453722.727803378,"cm_public"
"Benue","Buruku","cm_rdt_kits_distribution_cost",19829155.7473075,"cm_public"
"Benue","Buruku","cm_al_distribution_cost",40636902.1493283,"cm_public"
"Benue","Buruku","cm_iv_artesunate_distribution_cost",6463691.86964262,"cm_public"
"Benue","Buruku","cm_ras_distribution_cost",113430.681950844,"cm_public"
"Benue","Buruku","iptp_sp_procurement_cost",35699670.0865553,"iptp"
"Benue","Buruku","iptp_sp_distribution_cost",8924917.52163883,"iptp"
"Benue","Buruku","itn_campaign_net_procurement_cost",1130263376.97528,"itn_campaign"
"Benue","Buruku","itn_campaign_net_distribution_procurement_cost",40475189.7446587,"itn_campaign"
"Benue","Buruku","itn_campaign_campaign_cost",118187554.054403,"itn_campaign"
"Benue","Buruku","itn_routine_net_procurement_cost",167600955.774325,"itn_routine"
"Benue","Buruku","itn_routine_net_operational_cost",41900238.9435812,"itn_routine"
"Benue","Buruku","smc_spaq_total_procurement_cost",119486198.898353,"smc"
"Benue","Buruku","smc_campaign_cost",135501609.7814,"smc"
"Benue","Buruku","pmc_sp_procurement_cost",109350767.778211,"pmc"
"Benue","Buruku","pmc_distribution_cost",3788477.76010005,"pmc"
"Benue","Buruku","cm_private_total_cost",457256679.889223,"cm_private"
"Benue","Gboko","vacc_procurement_cost",620915818.99568,"vacc"
"Benue","Gboko","vacc_operational_cost",38807238.68723,"vacc"
"Benue","Gboko","cm_rdt_kits_procurement_cost",138976693.264716,"cm_public"
"Benue","Gboko","cm_al_procurement_cost",284812039.262053,"cm_public"
"Benue","Gboko","cm_iv_artesunate_procurement_cost",45302106.341413,"cm_public"
"Benue","Gboko","cm_ras_prcurement_cost",795002.13186992,"cm_public"
"Benue","Gboko","cm_rdt_kits_distribution_cost",34744173.3161791,"cm_public"
"Benue","Gboko","cm_al_distribution_cost",71203009.8155132,"cm_public"
"Benue","Gboko","cm_iv_artesunate_distribution_cost",11325526.5853532,"cm_public"
"Benue","Gboko","cm_ras_distribution_cost",198750.53296748,"cm_public"
"Benue","Gboko","iptp_sp_procurement_cost",62552109.662365,"iptp"
"Benue","Gboko","iptp_sp_distribution_cost",15638027.4155912,"iptp"
"Benue","Gboko","itn_campaign_net_procurement_cost",1980420506.19786,"itn_campaign"
"Benue","Gboko","itn_campaign_net_distribution_procurement_cost",70919661.2006342,"itn_campaign"
"Benue","Gboko","itn_campaign_campaign_cost",207085410.705852,"itn_campaign"
"Benue","Gboko","itn_routine_net_procurement_cost",293666393.546337,"itn_routine"
"Benue","Gboko","itn_routine_net_operational_cost",73416598.3865843,"itn_routine"
"Benue","Gboko","smc_spaq_total_procurement_cost",209360865.198687,"smc"
"Benue","Gboko","smc_campaign_cost",237422685.809782,"smc"
"Benue","Gboko","pmc_sp_procurement_cost",191601804.754562,"pmc"
"Benue","Gboko","pmc_distribution_cost",6638080.28837936,"pmc"
"Benue","Gboko","cm_private_total_cost",801194238.348197,"cm_private"
"Benue","Guma","vacc_procurement_cost",333659445.317864,"vacc"
"Benue","Guma","vacc_operational_cost",20853715.3323665,"vacc"
"Benue","Guma","cm_rdt_kits_procurement_cost",74681438.2371837,"cm_public"
"Benue","Guma","cm_al_procurement_cost",153048487.625482,"cm_public"
"Benue","Guma","cm_iv_artesunate_procurement_cost",24343840.5194053,"cm_public"
"Benue","Guma","cm_ras_prcurement_cost",427207.621759887,"cm_public"
"Benue","Guma","cm_rdt_kits_distribution_cost",18670359.5592959,"cm_public"
"Benue","Guma","cm_al_distribution_cost",38262121.9063704,"cm_public"
"Benue","Guma","cm_iv_artesunate_distribution_cost",6085960.12985132,"cm_public"
"Benue","Guma","cm_ras_distribution_cost",106801.905439972,"cm_public"
"Benue","Guma","iptp_sp_procurement_cost",33613416.7867804,"iptp"
"Benue","Guma","iptp_sp_distribution_cost",8403354.1966951,"iptp"
"Benue","Guma","itn_campaign_net_procurement_cost",1064211906.63641,"itn_campaign"
"Benue","Guma","itn_campaign_net_distribution_procurement_cost",38109859.8141838,"itn_campaign"
"Benue","Guma","itn_campaign_campaign_cost",111280790.657417,"itn_campaign"
"Benue","Guma","itn_routine_net_procurement_cost",157806522.20724,"itn_routine"
"Benue","Guma","itn_routine_net_operational_cost",39451630.55181,"itn_routine"
"Benue","Guma","smc_spaq_total_procurement_cost",112503543.98516,"smc"
"Benue","Guma","smc_campaign_cost",127583030.146186,"smc"
"Benue","Guma","pmc_sp_procurement_cost",102960417.403625,"pmc"
"Benue","Guma","pmc_distribution_cost",3567082.8786076,"pmc"
"Benue","Guma","cm_private_total_cost",430535053.192111,"cm_private"
"Benue","Gwer East","vacc_procurement_cost",289832317.254027,"vacc"
"Benue","Gwer East","vacc_operational_cost",18114519.8283767,"vacc"
"Benue","Gwer East","cm_rdt_kits_procurement_cost",64871816.470012,"cm_public"
"Benue","Gwer East","cm_al_procurement_cost",132945128.463123,"cm_public"
"Benue","Gwer East","cm_iv_artesunate_procurement_cost",21146207.0311844,"cm_public"
"Benue","Gwer East","cm_ras_prcurement_cost",371092.671587022,"cm_public"
"Benue","Gwer East","cm_rdt_kits_distribution_cost",16217954.117503,"cm_public"
"Benue","Gwer East","cm_al_distribution_cost",33236282.1157807,"cm_public"
"Benue","Gwer East","cm_iv_artesunate_distribution_cost",5286551.75779611,"cm_public"
"Benue","Gwer East","cm_ras_distribution_cost",92773.1678967555,"cm_public"
"Benue","Gwer East","iptp_sp_procurement_cost",29198197.7877381,"iptp"
"Benue","Gwer East","iptp_sp_distribution_cost",7299549.44693453,"iptp"
"Benue","Gwer East","itn_campaign_net_procurement_cost",924424611.015928,"itn_campaign"
"Benue","Gwer East","itn_campaign_net_distribution_procurement_cost",33104020.087453,"itn_campaign"
"Benue","Gwer East","itn_campaign_campaign_cost",96663738.6553628,"itn_campaign"
"Benue","Gwer East","itn_routine_net_procurement_cost",137078181.513942,"itn_routine"
"Benue","Gwer East","itn_routine_net_operational_cost",34269545.3784856,"itn_routine"
"Benue","Gwer East","smc_spaq_total_procurement_cost",97725879.815708,"smc"
"Benue","Gwer East","smc_campaign_cost",110824632.086565,"smc"
"Benue","Gwer East","pmc_sp_procurement_cost",89436270.3657496,"pmc"
"Benue","Gwer East","pmc_distribution_cost",3098536.28018561,"pmc"
"Benue","Gwer East","cm_private_total_cost",373983035.327771,"cm_private"
"Benue","Gwer West","vacc_procurement_cost",210187716.235574,"vacc"
"Benue","Gwer West","vacc_operational_cost",13136732.2647233,"vacc"
"Benue","Gwer West","cm_rdt_kits_procurement_cost",47045336.7004422,"cm_public"
"Benue","Gwer West","cm_al_procurement_cost",96412412.5323724,"cm_public"
"Benue","Gwer West","cm_iv_artesunate_procurement_cost",15335325.6291074,"cm_public"
"Benue","Gwer West","cm_ras_prcurement_cost",269118.095220108,"cm_public"
"Benue","Gwer West","cm_rdt_kits_distribution_cost",11761334.1751105,"cm_public"
"Benue","Gwer West","cm_al_distribution_cost",24103103.1330931,"cm_public"
"Benue","Gwer West","cm_iv_artesunate_distribution_cost",3833831.40727686,"cm_public"
"Benue","Gwer West","cm_ras_distribution_cost",67279.523805027,"cm_public"
"Benue","Gwer West","iptp_sp_procurement_cost",21174665.9908195,"iptp"
"Benue","Gwer West","iptp_sp_distribution_cost",5293666.49770487,"iptp"
"Benue","Gwer West","itn_campaign_net_procurement_cost",670396937.312884,"itn_campaign"
"Benue","Gwer West","itn_campaign_net_distribution_procurement_cost",24007186.1078894,"itn_campaign"
"Benue","Gwer West","itn_campaign_campaign_cost",70100983.4350372,"itn_campaign"
"Benue","Gwer West","itn_routine_net_procurement_cost",99409721.424848,"itn_routine"
"Benue","Gwer West","itn_routine_net_operational_cost",24852430.356212,"itn_routine"
"Benue","Gwer West","smc_spaq_total_procurement_cost",70871253.0410215,"smc"
"Benue","Gwer West","smc_campaign_cost",80370527.8335348,"smc"
"Benue","Gwer West","pmc_sp_procurement_cost",64859590.5208462,"pmc"
"Benue","Gwer West","pmc_distribution_cost",2247072.61969845,"pmc"
"Benue","Gwer West","cm_private_total_cost",271214200.166285,"cm_private"
"Benue","Katsina Ala","vacc_procurement_cost",387458688.506953,"vacc"
"Benue","Katsina Ala","vacc_operational_cost",24216168.0316846,"vacc"
"Benue","Katsina Ala","cm_rdt_kits_procurement_cost",86723072.046188,"cm_public"
"Benue","Katsina Ala","cm_al_procurement_cost",177726023.121717,"cm_public"
"Benue","Katsina Ala","cm_iv_artesunate_procurement_cost",28269040.943485,"cm_public"
"Benue","Katsina Ala","cm_ras_prcurement_cost",496090.571299641,"cm_public"
"Benue","Katsina Ala","cm_rdt_kits_distribution_cost",21680768.011547,"cm_public"
"Benue","Katsina Ala","cm_al_distribution_cost",44431505.7804292,"cm_public"
"Benue","Katsina Ala","cm_iv_artesunate_distribution_cost",7067260.23587126,"cm_public"
"Benue","Katsina Ala","cm_ras_distribution_cost",124022.64282491,"cm_public"
"Benue","Katsina Ala","iptp_sp_procurement_cost",39033243.5278021,"iptp"
"Benue","Katsina Ala","iptp_sp_distribution_cost",9758310.88195053,"iptp"
"Benue","Katsina Ala","itn_campaign_net_procurement_cost",1235805416.04632,"itn_campaign"
"Benue","Katsina Ala","itn_campaign_net_distribution_procurement_cost",44254692.9511331,"itn_campaign"
"Benue","Katsina Ala","itn_campaign_campaign_cost",129223703.417309,"itn_campaign"
"Benue","Katsina Ala","itn_routine_net_procurement_cost",183251243.1171,"itn_routine"
"Benue","Katsina Ala","itn_routine_net_operational_cost",45812810.779275,"itn_routine"
"Benue","Katsina Ala","smc_spaq_total_procurement_cost",130643613.470458,"smc"
"Benue","Katsina Ala","smc_campaign_cost",148154515.719138,"smc"
"Benue","Katsina Ala","pmc_sp_procurement_cost",119561753.32406,"pmc"
"Benue","Katsina Ala","pmc_distribution_cost",4142239.26022607,"pmc"
"Benue","Katsina Ala","cm_private_total_cost",499954517.718415,"cm_private"
"Benue","Konshisha","vacc_procurement_cost",389213217.120237,"vacc"
"Benue","Konshisha","vacc_operational_cost",24325826.0700148,"vacc"
"Benue","Konshisha","cm_rdt_kits_procurement_cost",87115780.0066759,"cm_public"
"Benue","Konshisha","cm_al_procurement_cost",178530819.61265,"cm_public"
"Benue","Konshisha","cm_iv_artesunate_procurement_cost",28397051.6003025,"cm_public"
"Benue","Konshisha","cm_ras_prcurement_cost",498337.017509117,"cm_public"
"Benue","Konshisha","cm_rdt_kits_distribution_cost",21778945.001669,"cm_public"
"Benue","Konshisha","cm_al_distribution_cost",44632704.9031625,"cm_public"
"Benue","Konshisha","cm_iv_artesunate_distribution_cost",7099262.90007563,"cm_public"
"Benue","Konshisha","cm_ras_distribution_cost",124584.254377279,"cm_public"
"Benue","Konshisha","iptp_sp_procurement_cost",39209997.7074611,"iptp"
"Benue","Konshisha","iptp_sp_distribution_cost",9802499.42686526,"iptp"
"Benue","Konshisha","itn_campaign_net_procurement_cost",1241401511.90691,"itn_campaign"
"Benue","Konshisha","itn_campaign_net_distribution_procurement_cost",44455091.4125899,"itn_campaign"
"Benue","Konshisha","itn_campaign_campaign_cost",129808866.924762,"itn_campaign"
"Benue","Konshisha","itn_routine_net_procurement_cost",184081059.453669,"itn_routine"
"Benue","Konshisha","itn_routine_net_operational_cost",46020264.8634173,"itn_routine"
"Benue","Konshisha","smc_spaq_total_procurement_cost",131235206.754532,"smc"
"Benue","Konshisha","smc_campaign_cost",148825403.596289,"smc"
"Benue","Konshisha","pmc_sp_procurement_cost",120103164.637017,"pmc"
"Benue","Konshisha","pmc_distribution_cost",4160996.55621841,"pmc"
"Benue","Konshisha","cm_private_total_cost",502218461.030817,"cm_private"
"Benue","Kwande","vacc_procurement_cost",427276692.912818,"vacc"
"Benue","Kwande","vacc_operational_cost",26704793.3070511,"vacc"
"Benue","Kwande","cm_rdt_kits_procurement_cost",95635350.3541843,"cm_public"
"Benue","Kwande","cm_al_procurement_cost",195990410.478642,"cm_public"
"Benue","Kwande","cm_iv_artesunate_procurement_cost",31174168.200212,"cm_public"
"Benue","Kwande","cm_ras_prcurement_cost",547072.358880234,"cm_public"
"Benue","Kwande","cm_rdt_kits_distribution_cost",23908837.5885461,"cm_public"
"Benue","Kwande","cm_al_distribution_cost",48997602.6196605,"cm_public"
"Benue","Kwande","cm_iv_artesunate_distribution_cost",7793542.05005301,"cm_public"
"Benue","Kwande","cm_ras_distribution_cost",136768.089720059,"cm_public"
"Benue","Kwande","iptp_sp_procurement_cost",43044576.6295434,"iptp"
"Benue","Kwande","iptp_sp_distribution_cost",10761144.1573858,"iptp"
"Benue","Kwande","itn_campaign_net_procurement_cost",1362805550.41043,"itn_campaign"
"Benue","Kwande","itn_campaign_net_distribution_procurement_cost",48802619.2492856,"itn_campaign"
"Benue","Kwande","itn_campaign_campaign_cost",142503648.207914,"itn_campaign"
"Benue","Kwande","itn_routine_net_procurement_cost",202083441.290108,"itn_routine"
"Benue","Kwande","itn_routine_net_operational_cost",50520860.3225271,"itn_routine"
"Benue","Kwande","smc_spaq_total_procurement_cost",144069478.294422,"smc"
"Benue","Kwande","smc_campaign_cost",163379925.123133,"smc"
"Benue","Kwande","pmc_sp_procurement_cost",131848767.557694,"pmc"
"Benue","Kwande","pmc_distribution_cost",4567925.16173313,"pmc"
"Benue","Kwande","cm_private_total_cost",551333391.853242,"cm_private"
"Benue","Logo","vacc_procurement_cost",291396098.878011,"vacc"
"Benue","Logo","vacc_operational_cost",18212256.1798757,"vacc"
"Benue","Logo","cm_rdt_kits_procurement_cost",65221830.4210834,"cm_public"
"Benue","Logo","cm_al_procurement_cost",133662429.938881,"cm_public"
"Benue","Logo","cm_iv_artesunate_procurement_cost",21260300.7605712,"cm_public"
"Benue","Logo","cm_ras_prcurement_cost",373094.891029357,"cm_public"
"Benue","Logo","cm_rdt_kits_distribution_cost",16305457.6052709,"cm_public"
"Benue","Logo","cm_al_distribution_cost",33415607.4847203,"cm_public"
"Benue","Logo","cm_iv_artesunate_distribution_cost",5315075.19014281,"cm_public"
"Benue","Logo","cm_ras_distribution_cost",93273.7227573392,"cm_public"
"Benue","Logo","iptp_sp_procurement_cost",29355735.7931149,"iptp"
"Benue","Logo","iptp_sp_distribution_cost",7338933.94827872,"iptp"
"Benue","Logo","itn_campaign_net_procurement_cost",929412316.435261,"itn_campaign"
"Benue","Logo","itn_campaign_net_distribution_procurement_cost",33282631.8405633,"itn_campaign"
"Benue","Logo","itn_campaign_campaign_cost",97185284.9744449,"itn_campaign"
"Benue","Logo","itn_routine_net_procurement_cost",137817782.754176,"itn_routine"
"Benue","Logo","itn_routine_net_operational_cost",34454445.6885439,"itn_routine"
"Benue","Logo","smc_spaq_total_procurement_cost",98253156.885744,"smc"
"Benue","Logo","smc_campaign_cost",111422583.08383,"smc"
"Benue","Logo","pmc_sp_procurement_cost",89918821.095222,"pmc"
"Benue","Logo","pmc_distribution_cost",3115254.34027673,"pmc"
"Benue","Logo","cm_private_total_cost",376000849.641469,"cm_private"
"Benue","Makurdi","vacc_procurement_cost",516180255.898333,"vacc"
"Benue","Makurdi","vacc_operational_cost",32261265.9936458,"vacc"
"Benue","Makurdi","cm_rdt_kits_procurement_cost",115534220.418669,"cm_public"
"Benue","Makurdi","cm_al_procurement_cost",236770181.740587,"cm_public"
"Benue","Makurdi","cm_iv_artesunate_procurement_cost",37660584.7824385,"cm_public"
"Benue","Makurdi","cm_ras_prcurement_cost",660901.834538687,"cm_public"
"Benue","Makurdi","cm_rdt_kits_distribution_cost",28883555.1046674,"cm_public"
"Benue","Makurdi","cm_al_distribution_cost",59192545.4351467,"cm_public"
"Benue","Makurdi","cm_iv_artesunate_distribution_cost",9415146.19560964,"cm_public"
"Benue","Makurdi","cm_ras_distribution_cost",165225.458634672,"cm_public"
"Benue","Makurdi","iptp_sp_procurement_cost",52000871.9132421,"iptp"
"Benue","Makurdi","iptp_sp_distribution_cost",13000217.9783105,"iptp"
"Benue","Makurdi","itn_campaign_net_procurement_cost",1646364824.99189,"itn_campaign"
"Benue","Makurdi","itn_campaign_net_distribution_procurement_cost",58956991.8285834,"itn_campaign"
"Benue","Makurdi","itn_campaign_campaign_cost",172154416.139464,"itn_campaign"
"Benue","Makurdi","itn_routine_net_procurement_cost",244130990.920274,"itn_routine"
"Benue","Makurdi","itn_routine_net_operational_cost",61032747.7300686,"itn_routine"
"Benue","Makurdi","smc_spaq_total_procurement_cost",174046048.864004,"smc"
"Benue","Makurdi","smc_campaign_cost",197374424.95118,"smc"
"Benue","Makurdi","pmc_sp_procurement_cost",159282571.941496,"pmc"
"Benue","Makurdi","pmc_distribution_cost",5518374.4351554,"pmc"
"Benue","Makurdi","cm_private_total_cost",666049461.654512,"cm_private"
"Benue","Obi","vacc_procurement_cost",169622189.844618,"vacc"
"Benue","Obi","vacc_operational_cost",10601386.8652886,"vacc"
"Benue","Obi","cm_rdt_kits_procurement_cost",37965744.0312194,"cm_public"
"Benue","Obi","cm_al_procurement_cost",77805139.3051669,"cm_public"
"Benue","Obi","cm_iv_artesunate_procurement_cost",12375659.0621791,"cm_public"
"Benue","Obi","cm_ras_prcurement_cost",217179.202741256,"cm_public"
"Benue","Obi","cm_rdt_kits_distribution_cost",9491436.00780486,"cm_public"
"Benue","Obi","cm_al_distribution_cost",19451284.8262917,"cm_public"
"Benue","Obi","cm_iv_artesunate_distribution_cost",3093914.76554477,"cm_public"
"Benue","Obi","cm_ras_distribution_cost",54294.8006853139,"cm_public"
"Benue","Obi","iptp_sp_procurement_cost",17088026.2601344,"iptp"
"Benue","Obi","iptp_sp_distribution_cost",4272006.5650336,"iptp"
"Benue","Obi","itn_campaign_net_procurement_cost",541012570.138441,"itn_campaign"
"Benue","Obi","itn_campaign_net_distribution_procurement_cost",19373879.4662174,"itn_campaign"
"Benue","Obi","itn_campaign_campaign_cost",56571728.0413549,"itn_campaign"
"Benue","Obi","itn_routine_net_procurement_cost",80223977.6040359,"itn_routine"
"Benue","Obi","itn_routine_net_operational_cost",20055994.401009,"itn_routine"
"Benue","Obi","smc_spaq_total_procurement_cost",57193338.1890732,"smc"
"Benue","Obi","smc_campaign_cost",64859284.7110668,"smc"
"Benue","Obi","pmc_sp_procurement_cost",52341906.4330134,"pmc"
"Benue","Obi","pmc_distribution_cost",1813395.11803794,"pmc"
"Benue","Obi","cm_private_total_cost",218870766.441944,"cm_private"
"Benue","Ogbadibo","vacc_procurement_cost",225095194.903774,"vacc"
"Benue","Ogbadibo","vacc_operational_cost",14068449.6814859,"vacc"
"Benue","Ogbadibo","cm_rdt_kits_procurement_cost",50382008.1570848,"cm_public"
"Benue","Ogbadibo","cm_al_procurement_cost",103250423.853477,"cm_public"
"Benue","Ogbadibo","cm_iv_artesunate_procurement_cost",16422977.3900201,"cm_public"
"Benue","Ogbadibo","cm_ras_prcurement_cost",288205.187156651,"cm_public"
"Benue","Ogbadibo","cm_rdt_kits_distribution_cost",12595502.0392712,"cm_public"
"Benue","Ogbadibo","cm_al_distribution_cost",25812605.9633694,"cm_public"
"Benue","Ogbadibo","cm_iv_artesunate_distribution_cost",4105744.34750502,"cm_public"
"Benue","Ogbadibo","cm_ras_distribution_cost",72051.2967891628,"cm_public"
"Benue","Ogbadibo","iptp_sp_procurement_cost",22676470.6025154,"iptp"
"Benue","Ogbadibo","iptp_sp_distribution_cost",5669117.65062884,"iptp"
"Benue","Ogbadibo","itn_campaign_net_procurement_cost",717944568.645525,"itn_campaign"
"Benue","Ogbadibo","itn_campaign_net_distribution_procurement_cost",25709886.0619903,"itn_campaign"
"Benue","Ogbadibo","itn_campaign_campaign_cost",75072867.3010118,"itn_campaign"
"Benue","Ogbadibo","itn_routine_net_procurement_cost",106460315.66553,"itn_routine"
"Benue","Ogbadibo","itn_routine_net_operational_cost",26615078.9163825,"itn_routine"
"Benue","Ogbadibo","smc_spaq_total_procurement_cost",75897767.9669153,"smc"
"Benue","Ogbadibo","smc_campaign_cost",86070774.977795,"smc"
"Benue","Ogbadibo","pmc_sp_procurement_cost",69459730.7166416,"pmc"
"Benue","Ogbadibo","pmc_distribution_cost",2406445.3354023,"pmc"
"Benue","Ogbadibo","cm_private_total_cost",290449957.497416,"cm_private"
"Benue","Ohimini","vacc_procurement_cost",121473181.798012,"vacc"
"Benue","Ohimini","vacc_operational_cost",7592073.86237574,"vacc"
"Benue","Ohimini","cm_rdt_kits_procurement_cost",27188776.0146579,"cm_public"
"Benue","Ohimini","cm_al_procurement_cost",55719348.0422223,"cm_public"
"Benue","Ohimini","cm_iv_artesunate_procurement_cost",8862700.59658701,"cm_public"
"Benue","Ohimini","cm_ras_prcurement_cost",155530.646087652,"cm_public"
"Benue","Ohimini","cm_rdt_kits_distribution_cost",6797194.00366448,"cm_public"
"Benue","Ohimini","cm_al_distribution_cost",13929837.0105556,"cm_public"
"Benue","Ohimini","cm_iv_artesunate_distribution_cost",2215675.14914675,"cm_public"
"Benue","Ohimini","cm_ras_distribution_cost",38882.661521913,"cm_public"
"Benue","Ohimini","iptp_sp_procurement_cost",12237413.7627157,"iptp"
"Benue","Ohimini","iptp_sp_distribution_cost",3059353.44067893,"iptp"
"Benue","Ohimini","itn_campaign_net_procurement_cost",387440572.177718,"itn_campaign"
"Benue","Ohimini","itn_campaign_net_distribution_procurement_cost",13874403.9602862,"itn_campaign"
"Benue","Ohimini","itn_campaign_campaign_cost",40513259.5640358,"itn_campaign"
"Benue","Ohimini","itn_routine_net_procurement_cost",57451574.142402,"itn_routine"
"Benue","Ohimini","itn_routine_net_operational_cost",14362893.5356005,"itn_routine"
"Benue","Ohimini","smc_spaq_total_procurement_cost",40958419.2601254,"smc"
"Benue","Ohimini","smc_campaign_cost",46448307.7963659,"smc"
"Benue","Ohimini","pmc_sp_procurement_cost",37484116.4450024,"pmc"
"Benue","Ohimini","pmc_distribution_cost",1298644.21068279,"pmc"
"Benue","Ohimini","cm_private_total_cost",156742041.985352,"cm_private"
"Benue","Oju","vacc_procurement_cost",289541900.666716,"vacc"
"Benue","Oju","vacc_operational_cost",18096368.7916697,"vacc"
"Benue","Oju","cm_rdt_kits_procurement_cost",64806813.8790987,"cm_public"
"Benue","Oju","cm_al_procurement_cost",132811915.33191,"cm_public"
"Benue","Oju","cm_iv_artesunate_procurement_cost",21125018.1957269,"cm_public"
"Benue","Oju","cm_ras_prcurement_cost",370720.830833445,"cm_public"
