"intervention","state","total_cost","target_value","state_count","lga_count","intervention_type","title","currency","target","cost_per_target"
"cm_private","Delta",8956931986.36854,7509540.13384663,1,25,"Malaria Interventions","Private Sector Case Management","Naira","Population",1192.74041109366
"cm_private","Delta",5598082.49148034,7509540.13384663,1,25,"Malaria Interventions","Private Sector Case Management","USD","Population",0.745462756933535
"cm_private","Ebonyi",4995611060.41929,3692514.81895257,1,13,"Malaria Interventions","Private Sector Case Management","Naira","Population",1352.90210205205
"cm_private","Ebonyi",3122256.91276206,3692514.81895257,1,13,"Malaria Interventions","Private Sector Case Management","USD","Population",0.845563813782533
"cm_private","Edo",7176673307.57074,5444005.0685711,1,18,"Malaria Interventions","Private Sector Case Management","Naira","Population",1318.27087175259
"cm_private","Edo",4485420.81723172,5444005.0685711,1,18,"Malaria Interventions","Private Sector Case Management","USD","Population",0.823919294845369
"cm_private","Ekiti",4450233868.89765,4292767.95937338,1,16,"Malaria Interventions","Private Sector Case Management","Naira","Population",1036.68167276091
"cm_private","Ekiti",2781396.16806103,4292767.95937338,1,16,"Malaria Interventions","Private Sector Case Management","USD","Population",0.647926045475571
"cm_private","Enugu",7682309558.47148,5730171.95996931,1,17,"Malaria Interventions","Private Sector Case Management","Naira","Population",1340.67696609102
"cm_private","Enugu",4801443.47404467,5730171.95996931,1,17,"Malaria Interventions","Private Sector Case Management","USD","Population",0.837923103806886
"cm_private","Federal Capital Territory",8165035188.42387,7591580.10009313,1,6,"Malaria Interventions","Private Sector Case Management","Naira","Population",1075.53830438063
"cm_private","Federal Capital Territory",5103146.99276492,7591580.10009313,1,6,"Malaria Interventions","Private Sector Case Management","USD","Population",0.672211440237891
"cm_private","Gombe",8419919685.24768,4326643.4749778,1,11,"Malaria Interventions","Private Sector Case Management","Naira","Population",1946.06274677876
"cm_private","Gombe",5262449.8032798,4326643.4749778,1,11,"Malaria Interventions","Private Sector Case Management","USD","Population",1.21628921673672
"cm_private","Imo",6261774465.4086,7132434.57603839,1,27,"Malaria Interventions","Private Sector Case Management","Naira","Population",877.929464147517
"cm_private","Imo",3913609.04088038,7132434.57603839,1,27,"Malaria Interventions","Private Sector Case Management","USD","Population",0.548705915092198
"cm_private","Jigawa",11190058614.5181,7521081.09911654,1,27,"Malaria Interventions","Private Sector Case Management","Naira","Population",1487.8258148064
"cm_private","Jigawa",6993786.63407382,7521081.09911654,1,27,"Malaria Interventions","Private Sector Case Management","USD","Population",0.929891134254002
"cm_private","Kaduna",14568795515.0993,10859338.5914622,1,23,"Malaria Interventions","Private Sector Case Management","Naira","Population",1341.59142312346
"cm_private","Kaduna",9105497.19693708,10859338.5914622,1,23,"Malaria Interventions","Private Sector Case Management","USD","Population",0.838494639452164
"cm_private","Kano",26432232150.326,17615090.1229849,1,44,"Malaria Interventions","Private Sector Case Management","Naira","Population",1500.5448150297
"cm_private","Kano",16520145.0939537,17615090.1229849,1,44,"Malaria Interventions","Private Sector Case Management","USD","Population",0.937840509393565
"cm_private","Katsina",19037056138.9022,10248439.3423184,1,34,"Malaria Interventions","Private Sector Case Management","Naira","Population",1857.55659989063
"cm_private","Katsina",11898160.0868139,10248439.3423184,1,34,"Malaria Interventions","Private Sector Case Management","USD","Population",1.16097287493164
"cm_private","Kebbi",6010615515.51222,5892122.00035843,1,21,"Malaria Interventions","Private Sector Case Management","Naira","Population",1020.11049926437
"cm_private","Kebbi",3756634.69719514,5892122.00035843,1,21,"Malaria Interventions","Private Sector Case Management","USD","Population",0.637569062040231
"cm_private","Kogi",8247108597.82504,5843437.93765221,1,21,"Malaria Interventions","Private Sector Case Management","Naira","Population",1411.3452877945
"cm_private","Kogi",5154442.87364065,5843437.93765221,1,21,"Malaria Interventions","Private Sector Case Management","USD","Population",0.882090804871561
"cm_private","Kwara",4150223719.1618,4117163.43478859,1,16,"Malaria Interventions","Private Sector Case Management","Naira","Population",1008.02986932553
"cm_private","Kwara",2593889.82447613,4117163.43478859,1,16,"Malaria Interventions","Private Sector Case Management","USD","Population",0.630018668328458
"cm_private","Lagos",18646545704.8809,16703293.9146234,1,20,"Malaria Interventions","Private Sector Case Management","Naira","Population",1116.33943581369
"cm_private","Lagos",11654091.0655506,16703293.9146234,1,20,"Malaria Interventions","Private Sector Case Management","USD","Population",0.697712147383555
"cm_private","Nasarawa",2836081442.25096,3308329.9852746,1,13,"Malaria Interventions","Private Sector Case Management","Naira","Population",857.254703996993
"cm_private","Nasarawa",1772550.90140685,3308329.9852746,1,13,"Malaria Interventions","Private Sector Case Management","USD","Population",0.535784189998121
"cm_private","Niger",8167301150.09806,7492169.35894569,1,25,"Malaria Interventions","Private Sector Case Management","Naira","Population",1090.11165642515
"cm_private","Niger",5104563.21881129,7492169.35894569,1,25,"Malaria Interventions","Private Sector Case Management","USD","Population",0.681319785265721
"cm_private","Ogun",9014697717.11311,6964150.41336753,1,20,"Malaria Interventions","Private Sector Case Management","Naira","Population",1294.44328195577
"cm_private","Ogun",5634186.07319569,6964150.41336753,1,20,"Malaria Interventions","Private Sector Case Management","USD","Population",0.809027051222357
"cm_private","Ondo",7037361367.75574,6079873.18726477,1,18,"Malaria Interventions","Private Sector Case Management","Naira","Population",1157.48489335215
"cm_private","Ondo",4398350.85484734,6079873.18726477,1,18,"Malaria Interventions","Private Sector Case Management","USD","Population",0.723428058345092
"cm_private","Osun",7829558517.17616,6228070.94022188,1,30,"Malaria Interventions","Private Sector Case Management","Naira","Population",1257.14022725907
"cm_private","Osun",4893474.0732351,6228070.94022188,1,30,"Malaria Interventions","Private Sector Case Management","USD","Population",0.785712642036921
"cm_private","Oyo",15079548847.6761,10437654.3831539,1,33,"Malaria Interventions","Private Sector Case Management","Naira","Population",1444.72582575777
"cm_private","Oyo",9424718.02979759,10437654.3831539,1,33,"Malaria Interventions","Private Sector Case Management","USD","Population",0.902953641098603
"cm_private","Plateau",4699896524.30684,5560765.19568392,1,17,"Malaria Interventions","Private Sector Case Management","Naira","Population",845.188811056929
"cm_private","Plateau",2937435.32769177,5560765.19568392,1,17,"Malaria Interventions","Private Sector Case Management","USD","Population",0.52824300691058
"cm_private","Rivers",17667383287.211,9830697.15679891,1,23,"Malaria Interventions","Private Sector Case Management","Naira","Population",1797.16484043985
"cm_private","Rivers",11042114.5545069,9830697.15679891,1,23,"Malaria Interventions","Private Sector Case Management","USD","Population",1.12322802527491
"cm_private","Sokoto",9502632371.40137,6528689.40120401,1,23,"Malaria Interventions","Private Sector Case Management","Naira","Population",1455.51913828967
"cm_private","Sokoto",5939145.23212586,6528689.40120401,1,23,"Malaria Interventions","Private Sector Case Management","USD","Population",0.909699461431044
"cm_private","Taraba",4580625793.57859,3923232.78989321,1,16,"Malaria Interventions","Private Sector Case Management","Naira","Population",1167.56410819641
"cm_private","Taraba",2862891.12098662,3923232.78989321,1,16,"Malaria Interventions","Private Sector Case Management","USD","Population",0.729727567622757
"cm_private","Yobe",8583503249.95824,4487419.12051907,1,17,"Malaria Interventions","Private Sector Case Management","Naira","Population",1912.79285919817
"cm_private","Yobe",5364689.5312239,4487419.12051907,1,17,"Malaria Interventions","Private Sector Case Management","USD","Population",1.19549553699886
"cm_private","Zamfara",5219433035.04593,5965390.03051833,1,14,"Malaria Interventions","Private Sector Case Management","Naira","Population",874.952519172064
"cm_private","Zamfara",3262145.64690371,5965390.03051833,1,14,"Malaria Interventions","Private Sector Case Management","USD","Population",0.54684532448254
"cm_public","Abia",4903451367.85779,4781906.15232638,1,17,"Malaria Interventions","Public Sector Case Management","Naira","Population",1025.4177333598
"cm_public","Abia",3064657.10491112,4781906.15232638,1,17,"Malaria Interventions","Public Sector Case Management","USD","Population",0.640886083349873
"cm_public","Adamawa",4471031795.80898,5462278.9412483,1,21,"Malaria Interventions","Public Sector Case Management","Naira","Population",818.528647822444
"cm_public","Adamawa",2794394.87238061,5462278.9412483,1,21,"Malaria Interventions","Public Sector Case Management","USD","Population",0.511580404889027
"cm_public","Akwa Ibom",6485953230.18371,7311230.12394509,1,31,"Malaria Interventions","Public Sector Case Management","Naira","Population",887.12201917178
"cm_public","Akwa Ibom",4053720.76886482,7311230.12394509,1,31,"Malaria Interventions","Public Sector Case Management","USD","Population",0.554451261982363
"cm_public","Anambra",9091871983.42699,7060244.39591034,1,21,"Malaria Interventions","Public Sector Case Management","Naira","Population",1287.75598599582
"cm_public","Anambra",5682419.98964187,7060244.39591034,1,21,"Malaria Interventions","Public Sector Case Management","USD","Population",0.804847491247388
"cm_public","Bauchi",10908205241.2193,8766603.89092317,1,20,"Malaria Interventions","Public Sector Case Management","Naira","Population",1244.29087671151
"cm_public","Bauchi",6817628.27576206,8766603.89092317,1,20,"Malaria Interventions","Public Sector Case Management","USD","Population",0.777681797944692
"cm_public","Bayelsa",3561062079.92456,2966900.42968161,1,8,"Malaria Interventions","Public Sector Case Management","Naira","Population",1200.26342788548
"cm_public","Bayelsa",2225663.79995285,2966900.42968161,1,8,"Malaria Interventions","Public Sector Case Management","USD","Population",0.750164642428427
"cm_public","Benue",6914570257.37668,7514013.71978729,1,23,"Malaria Interventions","Public Sector Case Management","Naira","Population",920.223267515197
"cm_public","Benue",4321606.41086042,7514013.71978729,1,23,"Malaria Interventions","Public Sector Case Management","USD","Population",0.575139542196998
"cm_public","Borno",8572483277.75264,7974905.60246315,1,27,"Malaria Interventions","Public Sector Case Management","Naira","Population",1074.93225689153
"cm_public","Borno",5357802.0485954,7974905.60246315,1,27,"Malaria Interventions","Public Sector Case Management","USD","Population",0.671832660557207
"cm_public","Cross River",5343909630.42134,4970920.40758239,1,18,"Malaria Interventions","Public Sector Case Management","Naira","Population",1075.03423757701
"cm_public","Cross River",3339943.51901334,4970920.40758239,1,18,"Malaria Interventions","Public Sector Case Management","USD","Population",0.671896398485632
"cm_public","Delta",6566347019.46948,7509540.13384663,1,25,"Malaria Interventions","Public Sector Case Management","Naira","Population",874.400682656181
"cm_public","Delta",4103966.88716843,7509540.13384663,1,25,"Malaria Interventions","Public Sector Case Management","USD","Population",0.546500426660113
"cm_public","Ebonyi",3662293723.6696,3692514.81895257,1,13,"Malaria Interventions","Public Sector Case Management","Naira","Population",991.815579147345
"cm_public","Ebonyi",2288933.5772935,3692514.81895257,1,13,"Malaria Interventions","Public Sector Case Management","USD","Population",0.61988473696709
"cm_public","Edo",5261235371.0614,5444005.0685711,1,18,"Malaria Interventions","Public Sector Case Management","Naira","Population",966.427346189508
"cm_public","Edo",3288272.10691337,5444005.0685711,1,18,"Malaria Interventions","Public Sector Case Management","USD","Population",0.604017091368443
"cm_public","Ekiti",3262476475.81232,4292767.95937338,1,16,"Malaria Interventions","Public Sector Case Management","Naira","Population",759.993669978971
"cm_public","Ekiti",2039047.7973827,4292767.95937338,1,16,"Malaria Interventions","Public Sector Case Management","USD","Population",0.474996043736857
"cm_public","Enugu",5631918445.81184,5730171.95996931,1,17,"Malaria Interventions","Public Sector Case Management","Naira","Population",982.853304430676
"cm_public","Enugu",3519949.0286324,5730171.95996931,1,17,"Malaria Interventions","Public Sector Case Management","USD","Population",0.614283315269173
"cm_public","Federal Capital Territory",5985805692.72668,7591580.10009313,1,6,"Malaria Interventions","Public Sector Case Management","Naira","Population",788.479554164653
"cm_public","Federal Capital Territory",3741128.55795418,7591580.10009313,1,6,"Malaria Interventions","Public Sector Case Management","USD","Population",0.492799721352908
"cm_public","Gombe",6172662091.61138,4326643.4749778,1,11,"Malaria Interventions","Public Sector Case Management","Naira","Population",1426.66298420696
"cm_public","Gombe",3857913.80725712,4326643.4749778,1,11,"Malaria Interventions","Public Sector Case Management","USD","Population",0.891664365129348
"cm_public","Imo",4590520968.57511,7132434.57603839,1,27,"Malaria Interventions","Public Sector Case Management","Naira","Population",643.612068170536
"cm_public","Imo",2869075.60535944,7132434.57603839,1,27,"Malaria Interventions","Public Sector Case Management","USD","Population",0.402257542606585
"cm_public","Jigawa",8203457181.87376,7521081.09911654,1,27,"Malaria Interventions","Public Sector Case Management","Naira","Population",1090.72845695513
"cm_public","Jigawa",5127160.7386711,7521081.09911654,1,27,"Malaria Interventions","Public Sector Case Management","USD","Population",0.681705285596955
"cm_public","Kaduna",10680416816.0954,10859338.5914622,1,23,"Malaria Interventions","Public Sector Case Management","Naira","Population",983.523694941464
"cm_public","Kaduna",6675260.5100596,10859338.5914622,1,23,"Malaria Interventions","Public Sector Case Management","USD","Population",0.614702309338415
"cm_public","Kano",19377528942.0934,17615090.1229849,1,44,"Malaria Interventions","Public Sector Case Management","Naira","Population",1100.05278467515
"cm_public","Kano",12110955.5888084,17615090.1229849,1,44,"Malaria Interventions","Public Sector Case Management","USD","Population",0.687532990421972
"cm_public","Katsina",13956108746.5436,10248439.3423184,1,34,"Malaria Interventions","Public Sector Case Management","Naira","Population",1361.77892851601
"cm_public","Katsina",8722567.96658974,10248439.3423184,1,34,"Malaria Interventions","Public Sector Case Management","USD","Population",0.851111830322504
"cm_public","Kebbi",4406395776.53669,5892122.00035843,1,21,"Malaria Interventions","Public Sector Case Management","Naira","Population",747.845305353255
"cm_public","Kebbi",2753997.36033543,5892122.00035843,1,21,"Malaria Interventions","Public Sector Case Management","USD","Population",0.467403315845785
"cm_public","Kogi",6045973894.07278,5843437.93765221,1,21,"Malaria Interventions","Public Sector Case Management","Naira","Population",1034.66041028955
"cm_public","Kogi",3778733.68379549,5843437.93765221,1,21,"Malaria Interventions","Public Sector Case Management","USD","Population",0.646662756430971
"cm_public","Kwara",3042538359.10822,4117163.43478859,1,16,"Malaria Interventions","Public Sector Case Management","Naira","Population",738.988968327037
"cm_public","Kwara",1901586.47444264,4117163.43478859,1,16,"Malaria Interventions","Public Sector Case Management","USD","Population",0.461868105204398
"cm_public","Lagos",13669824667.5297,16703293.9146234,1,20,"Malaria Interventions","Public Sector Case Management","Naira","Population",818.390955544525
"cm_public","Lagos",8543640.41720606,16703293.9146234,1,20,"Malaria Interventions","Public Sector Case Management","USD","Population",0.511494347215328
"cm_public","Nasarawa",2079137695.09905,3308329.9852746,1,13,"Malaria Interventions","Public Sector Case Management","Naira","Population",628.455354923273
"cm_public","Nasarawa",1299461.05943691,3308329.9852746,1,13,"Malaria Interventions","Public Sector Case Management","USD","Population",0.392784596827045
"cm_public","Niger",5987466874.33532,7492169.35894569,1,25,"Malaria Interventions","Public Sector Case Management","Naira","Population",799.163311382738
"cm_public","Niger",3742166.79645958,7492169.35894569,1,25,"Malaria Interventions","Public Sector Case Management","USD","Population",0.499477069614211
"cm_public","Ogun",6608695206.82642,6964150.41336753,1,20,"Malaria Interventions","Public Sector Case Management","Naira","Population",948.959286425115
"cm_public","Ogun",4130434.50426651,6964150.41336753,1,20,"Malaria Interventions","Public Sector Case Management","USD","Population",0.593099554015697
"cm_public","Ondo",5159105474.10863,6079873.18726477,1,18,"Malaria Interventions","Public Sector Case Management","Naira","Population",848.554783168039
"cm_public","Ondo",3224440.92131789,6079873.18726477,1,18,"Malaria Interventions","Public Sector Case Management","USD","Population",0.530346739480024
"cm_public","Osun",5739866989.195,6228070.94022188,1,30,"Malaria Interventions","Public Sector Case Management","Naira","Population",921.612332981955
"cm_public","Osun",3587416.86824688,6228070.94022188,1,30,"Malaria Interventions","Public Sector Case Management","USD","Population",0.576007708113722
"cm_public","Oyo",11054851234.9515,10437654.3831539,1,33,"Malaria Interventions","Public Sector Case Management","Naira","Population",1059.13175787788
"cm_public","Oyo",6909282.02184468,10437654.3831539,1,33,"Malaria Interventions","Public Sector Case Management","USD","Population",0.661957348673673
"cm_public","Plateau",3445504730.99097,5560765.19568392,1,17,"Malaria Interventions","Public Sector Case Management","Naira","Population",619.609821624057
"cm_public","Plateau",2153440.45686936,5560765.19568392,1,17,"Malaria Interventions","Public Sector Case Management","USD","Population",0.387256138515035
"cm_public","Rivers",12951998493.0507,9830697.15679891,1,23,"Malaria Interventions","Public Sector Case Management","Naira","Population",1317.50559359802
"cm_public","Rivers",8094999.0581567,9830697.15679891,1,23,"Malaria Interventions","Public Sector Case Management","USD","Population",0.823440995998763
"cm_public","Sokoto",6966401201.21799,6528689.40120401,1,23,"Malaria Interventions","Public Sector Case Management","Naira","Population",1067.04435961271
"cm_public","Sokoto",4354000.75076125,6528689.40120401,1,23,"Malaria Interventions","Public Sector Case Management","USD","Population",0.666902724757941
"cm_public","Taraba",3358067089.57321,3923232.78989321,1,16,"Malaria Interventions","Public Sector Case Management","Naira","Population",855.943878279172
"cm_public","Taraba",2098791.93098326,3923232.78989321,1,16,"Malaria Interventions","Public Sector Case Management","USD","Population",0.534964923924482
"cm_public","Yobe",6292585571.45986,4487419.12051907,1,17,"Malaria Interventions","Public Sector Case Management","Naira","Population",1402.27275466348
"cm_public","Yobe",3932865.98216241,4487419.12051907,1,17,"Malaria Interventions","Public Sector Case Management","USD","Population",0.876420471664675
"cm_public","Zamfara",3826378117.54667,5965390.03051833,1,14,"Malaria Interventions","Public Sector Case Management","Naira","Population",641.429663101877
"cm_public","Zamfara",2391486.32346667,5965390.03051833,1,14,"Malaria Interventions","Public Sector Case Management","USD","Population",0.400893539438673
"iptp","Abia",435224765.511144,239095.307616319,1,17,"Malaria Interventions","IPTp","Naira","Population",1820.29823107009
"iptp","Abia",272015.478444465,239095.307616319,1,17,"Malaria Interventions","IPTp","USD","Population",1.1376863944188
"iptp","Adamawa",558913437.218681,273113.947062415,1,21,"Malaria Interventions","IPTp","Naira","Population",2046.44780404038
"iptp","Adamawa",349320.898261675,273113.947062415,1,21,"Malaria Interventions","IPTp","USD","Population",1.27902987752524
"iptp","Akwa Ibom",506551876.595044,365561.506197254,1,31,"Malaria Interventions","IPTp","Naira","Population",1385.68166507584
"iptp","Akwa Ibom",316594.922871902,365561.506197254,1,31,"Malaria Interventions","IPTp","USD","Population",0.866051040672401
"iptp","Anambra",637133364.31494,353012.219795517,1,21,"Malaria Interventions","IPTp","Naira","Population",1804.84790210379
"iptp","Anambra",398208.352696837,353012.219795517,1,21,"Malaria Interventions","IPTp","USD","Population",1.12802993881487
"iptp","Bauchi",616425661.389753,438330.194546158,1,20,"Malaria Interventions","IPTp","Naira","Population",1406.30435470683
"iptp","Bauchi",385266.038368596,438330.194546158,1,20,"Malaria Interventions","IPTp","USD","Population",0.878940221691767
"iptp","Bayelsa",185701889.723814,148345.02148408,1,8,"Malaria Interventions","IPTp","Naira","Population",1251.82421267668
"iptp","Bayelsa",116063.681077384,148345.02148408,1,8,"Malaria Interventions","IPTp","USD","Population",0.782390132922927
"iptp","Benue",920480932.319698,375700.685989364,1,23,"Malaria Interventions","IPTp","Naira","Population",2450.03793351007
"iptp","Benue",575300.582699811,375700.685989364,1,23,"Malaria Interventions","IPTp","USD","Population",1.53127370844379
"iptp","Borno",613454014.612062,398745.280123158,1,27,"Malaria Interventions","IPTp","Naira","Population",1538.46088014531
"iptp","Borno",383408.759132539,398745.280123158,1,27,"Malaria Interventions","IPTp","USD","Population",0.96153805009082
"iptp","Cross River",417457118.100951,248546.02037912,1,18,"Malaria Interventions","IPTp","Naira","Population",1679.59687089008
"iptp","Cross River",260910.698813094,248546.02037912,1,18,"Malaria Interventions","IPTp","USD","Population",1.0497480443063
"iptp","Delta",536611373.346218,375477.006692332,1,25,"Malaria Interventions","IPTp","Naira","Population",1429.14576334077
"iptp","Delta",335382.108341386,375477.006692332,1,25,"Malaria Interventions","IPTp","USD","Population",0.893216102087979
"iptp","Ebonyi",297222466.260858,184625.740947629,1,13,"Malaria Interventions","IPTp","Naira","Population",1609.86471732113
"iptp","Ebonyi",185764.041413036,184625.740947629,1,13,"Malaria Interventions","IPTp","USD","Population",1.0061654483257
"iptp","Edo",467044886.954644,272200.253428555,1,18,"Malaria Interventions","IPTp","Naira","Population",1715.81356399152
"iptp","Edo",291903.054346653,272200.253428555,1,18,"Malaria Interventions","IPTp","USD","Population",1.0723834774947
"iptp","Ekiti",375106284.027011,214638.397968669,1,16,"Malaria Interventions","IPTp","Naira","Population",1747.6196597487
"iptp","Ekiti",234441.427516882,214638.397968669,1,16,"Malaria Interventions","IPTp","USD","Population",1.09226228734294
"iptp","Enugu",492736367.604661,286508.597998466,1,17,"Malaria Interventions","IPTp","Naira","Population",1719.79609354446
"iptp","Enugu",307960.229752913,286508.597998466,1,17,"Malaria Interventions","IPTp","USD","Population",1.07487255846529
"iptp","Federal Capital Territory",616783347.161596,379579.005004657,1,6,"Malaria Interventions","IPTp","Naira","Population",1624.91428406065
"iptp","Federal Capital Territory",385489.591975997,379579.005004657,1,6,"Malaria Interventions","IPTp","USD","Population",1.01557142753791
"iptp","Gombe",356967657.212559,216332.17374889,1,11,"Malaria Interventions","IPTp","Naira","Population",1650.09046517007
"iptp","Gombe",223104.785757849,216332.17374889,1,11,"Malaria Interventions","IPTp","USD","Population",1.0313065407313
"iptp","Imo",641033541.853244,356621.728801919,1,27,"Malaria Interventions","IPTp","Naira","Population",1797.51678061461
"iptp","Imo",400645.963658278,356621.728801919,1,27,"Malaria Interventions","IPTp","USD","Population",1.12344798788413
"iptp","Jigawa",914626198.094406,376054.054955827,1,27,"Malaria Interventions","IPTp","Naira","Population",2432.16682825516
"iptp","Jigawa",571641.373809004,376054.054955827,1,27,"Malaria Interventions","IPTp","USD","Population",1.52010426765947
"iptp","Kaduna",1198838175.03986,542966.929573111,1,23,"Malaria Interventions","IPTp","Naira","Population",2207.93958111298
"iptp","Kaduna",749273.859399909,542966.929573111,1,23,"Malaria Interventions","IPTp","USD","Population",1.37996223819561
"iptp","Kano",1395723869.98724,880754.506149246,1,44,"Malaria Interventions","IPTp","Naira","Population",1584.69114860337
"iptp","Kano",872327.418742026,880754.506149246,1,44,"Malaria Interventions","IPTp","USD","Population",0.990431967877106
"iptp","Katsina",1308660515.42315,512421.967115918,1,34,"Malaria Interventions","IPTp","Naira","Population",2553.87278337954
"iptp","Katsina",817912.822139467,512421.967115918,1,34,"Malaria Interventions","IPTp","USD","Population",1.59617048961221
"iptp","Kebbi",373202708.969385,294606.100017922,1,21,"Malaria Interventions","IPTp","Naira","Population",1266.78540921821
"iptp","Kebbi",233251.693105866,294606.100017922,1,21,"Malaria Interventions","IPTp","USD","Population",0.791740880761384
"iptp","Kogi",616237094.237207,292171.896882611,1,21,"Malaria Interventions","IPTp","Naira","Population",2109.15937094662
"iptp","Kogi",385148.183898254,292171.896882611,1,21,"Malaria Interventions","IPTp","USD","Population",1.31822460684163
"iptp","Kwara",457220386.783892,205858.17173943,1,16,"Malaria Interventions","IPTp","Naira","Population",2221.04560105892
"iptp","Kwara",285762.741739933,205858.17173943,1,16,"Malaria Interventions","IPTp","USD","Population",1.38815350066183
"iptp","Lagos",1449153907.21791,835164.695731169,1,20,"Malaria Interventions","IPTp","Naira","Population",1735.17141544065
"iptp","Lagos",905721.192011196,835164.695731169,1,20,"Malaria Interventions","IPTp","USD","Population",1.08448213465041
"iptp","Nasarawa",380235348.148875,165416.49926373,1,13,"Malaria Interventions","IPTp","Naira","Population",2298.65430498956
"iptp","Nasarawa",237647.092593047,165416.49926373,1,13,"Malaria Interventions","IPTp","USD","Population",1.43665894061847
"iptp","Niger",697005731.873025,374608.467947284,1,25,"Malaria Interventions","IPTp","Naira","Population",1860.62460278156
"iptp","Niger",435628.582420641,374608.467947284,1,25,"Malaria Interventions","IPTp","USD","Population",1.16289037673848
"iptp","Ogun",607272527.580363,348207.520668376,1,20,"Malaria Interventions","IPTp","Naira","Population",1743.99601253505
"iptp","Ogun",379545.329737727,348207.520668376,1,20,"Malaria Interventions","IPTp","USD","Population",1.0899975078344
"iptp","Ondo",558574180.489407,303993.659363238,1,18,"Malaria Interventions","IPTp","Naira","Population",1837.45339182214
"iptp","Ondo",349108.862805879,303993.659363238,1,18,"Malaria Interventions","IPTp","USD","Population",1.14840836988884
"iptp","Osun",555579948.507156,311403.547011094,1,30,"Malaria Interventions","IPTp","Naira","Population",1784.11567189812
"iptp","Osun",347237.467816972,311403.547011094,1,30,"Malaria Interventions","IPTp","USD","Population",1.11507229493632
"iptp","Oyo",814482196.761563,521882.719157694,1,33,"Malaria Interventions","IPTp","Naira","Population",1560.66136482947
"iptp","Oyo",509051.372975977,521882.719157694,1,33,"Malaria Interventions","IPTp","USD","Population",0.97541335301842
"iptp","Plateau",450184763.078854,278038.259784196,1,17,"Malaria Interventions","IPTp","Naira","Population",1619.14681608305
"iptp","Plateau",281365.476924284,278038.259784196,1,17,"Malaria Interventions","IPTp","USD","Population",1.01196676005191
"iptp","Rivers",785492402.834489,491534.857839945,1,23,"Malaria Interventions","IPTp","Naira","Population",1598.04007855382
"iptp","Rivers",490932.751771555,491534.857839945,1,23,"Malaria Interventions","IPTp","USD","Population",0.99877504909614
"iptp","Sokoto",444560901.407589,326434.4700602,1,23,"Malaria Interventions","IPTp","Naira","Population",1361.86874298417
"iptp","Sokoto",277850.563379743,326434.4700602,1,23,"Malaria Interventions","IPTp","USD","Population",0.851167964365107
"iptp","Taraba",543252135.597165,196161.639494661,1,16,"Malaria Interventions","IPTp","Naira","Population",2769.41066049742
"iptp","Taraba",339532.584748228,196161.639494661,1,16,"Malaria Interventions","IPTp","USD","Population",1.73088166281089
"iptp","Yobe",561279553.853937,224370.956025954,1,17,"Malaria Interventions","IPTp","Naira","Population",2501.56956049611
"iptp","Yobe",350799.72115871,224370.956025954,1,17,"Malaria Interventions","IPTp","USD","Population",1.56348097531007
