"","state","lga","code_case_management","code_smc","code_pmc","code_pmc_new","code_iptp","code_vaccine_all","code_vaccine_limited","code_irs","code_lsm","code_itn_type","code_itn_urban","itn_combined","intervention_summary_1","intervention_summary_2","intervention_summary_3","intervention_summary_4"
"11","Benue","Kwande","CM",NA,"PMC",NA,"IPTp","Vaccine",NA,NA,"LSM","LLIN Routine",NA,"LLIN Routine","CM + IPTp + LLIN Routine + PMC + Vaccine + LSM","CM + IPTp + LLIN Routine + PMC + LSM","CM + IPTp + LLIN Routine + Vaccine + LSM","CM + IPTp + LLIN Routine + LSM"
"12","Benue","Logo","CM","SMC",NA,NA,"IPTp","Vaccine",NA,NA,"LSM","LLIN Routine",NA,"LLIN Routine","CM + IPTp + LLIN Routine + SMC + Vaccine + LSM","CM + IPTp + LLIN Routine + SMC + LSM","CM + IPTp + LLIN Routine + SMC + Vaccine + LSM","CM + IPTp + LLIN Routine + SMC + LSM"
"13","Benue","Makurdi","CM","SMC",NA,NA,"IPTp","Vaccine",NA,NA,"LSM","LLIN Routine",NA,"LLIN Routine","CM + IPTp + LLIN Routine + SMC + Vaccine + LSM","CM + IPTp + LLIN Routine + SMC + LSM","CM + IPTp + LLIN Routine + SMC + Vaccine + LSM","CM + IPTp + LLIN Routine + SMC + LSM"
"14","Benue","Obi1","CM",NA,"PMC",NA,"IPTp","Vaccine",NA,NA,"LSM","LLIN Routine",NA,"LLIN Routine","CM + IPTp + LLIN Routine + PMC + Vaccine + LSM","CM + IPTp + LLIN Routine + PMC + LSM","CM + IPTp + LLIN Routine + Vaccine + LSM","CM + IPTp + LLIN Routine + LSM"
"15","Benue","Ogbadibo","CM",NA,"PMC",NA,"IPTp","Vaccine",NA,NA,"LSM","LLIN Routine",NA,"LLIN Routine","CM + IPTp + LLIN Routine + PMC + Vaccine + LSM","CM + IPTp + LLIN Routine + PMC + LSM","CM + IPTp + LLIN Routine + Vaccine + LSM","CM + IPTp + LLIN Routine + LSM"
"16","Benue","Ohimini","CM",NA,"PMC",NA,"IPTp","Vaccine",NA,NA,"LSM","LLIN Routine",NA,"LLIN Routine","CM + IPTp + LLIN Routine + PMC + Vaccine + LSM","CM + IPTp + LLIN Routine + PMC + LSM","CM + IPTp + LLIN Routine + Vaccine + LSM","CM + IPTp + LLIN Routine + LSM"
"17","Benue","Oju","CM",NA,"PMC",NA,"IPTp","Vaccine",NA,NA,"LSM","LLIN Routine",NA,"LLIN Routine","CM + IPTp + LLIN Routine + PMC + Vaccine + LSM","CM + IPTp + LLIN Routine + PMC + LSM","CM + IPTp + LLIN Routine + Vaccine + LSM","CM + IPTp + LLIN Routine + LSM"
"18","Benue","Okpokwu","CM",NA,"PMC",NA,"IPTp","Vaccine",NA,NA,"LSM","LLIN Routine",NA,"LLIN Routine","CM + IPTp + LLIN Routine + PMC + Vaccine + LSM","CM + IPTp + LLIN Routine + PMC + LSM","CM + IPTp + LLIN Routine + Vaccine + LSM","CM + IPTp + LLIN Routine + LSM"
"19","Benue","Oturkpo","CM",NA,"PMC",NA,"IPTp","Vaccine",NA,NA,"LSM","LLIN Routine",NA,"LLIN Routine","CM + IPTp + LLIN Routine + PMC + Vaccine + LSM","CM + IPTp + LLIN Routine + PMC + LSM","CM + IPTp + LLIN Routine + Vaccine + LSM","CM + IPTp + LLIN Routine + LSM"
"20","Benue","Tarka","CM","SMC",NA,NA,"IPTp","Vaccine",NA,NA,"LSM","LLIN Routine",NA,"LLIN Routine","CM + IPTp + LLIN Routine + SMC + Vaccine + LSM","CM + IPTp + LLIN Routine + SMC + LSM","CM + IPTp + LLIN Routine + SMC + Vaccine + LSM","CM + IPTp + LLIN Routine + SMC + LSM"
"21","Benue","Ukum","CM","SMC",NA,NA,"IPTp","Vaccine",NA,NA,"LSM","LLIN Routine",NA,"LLIN Routine","CM + IPTp + LLIN Routine + SMC + Vaccine + LSM","CM + IPTp + LLIN Routine + SMC + LSM","CM + IPTp + LLIN Routine + SMC + Vaccine + LSM","CM + IPTp + LLIN Routine + SMC + LSM"
"22","Benue","Ushongo","CM",NA,"PMC",NA,"IPTp","Vaccine",NA,NA,"LSM","LLIN Routine",NA,"LLIN Routine","CM + IPTp + LLIN Routine + PMC + Vaccine + LSM","CM + IPTp + LLIN Routine + PMC + LSM","CM + IPTp + LLIN Routine + Vaccine + LSM","CM + IPTp + LLIN Routine + LSM"
"23","Benue","Vandeikya","CM",NA,"PMC",NA,"IPTp","Vaccine",NA,NA,"LSM","LLIN Routine",NA,"LLIN Routine","CM + IPTp + LLIN Routine + PMC + Vaccine + LSM","CM + IPTp + LLIN Routine + PMC + LSM","CM + IPTp + LLIN Routine + Vaccine + LSM","CM + IPTp + LLIN Routine + LSM"
"24","Federal Capital Territory","Abaji","CM","SMC",NA,NA,"IPTp","Vaccine",NA,NA,"LSM","LLIN Routine","Urban","LLIN Routine-Urban","CM + IPTp + LLIN Routine-Urban + SMC + Vaccine + LSM","CM + IPTp + LLIN Routine-Urban + SMC + LSM","CM + IPTp + LLIN Routine-Urban + SMC + Vaccine + LSM","CM + IPTp + LLIN Routine-Urban + SMC + LSM"
"25","Federal Capital Territory","Abuja Municipal","CM","SMC",NA,NA,"IPTp","Vaccine",NA,NA,"LSM","LLIN Routine","Urban","LLIN Routine-Urban","CM + IPTp + LLIN Routine-Urban + SMC + Vaccine + LSM","CM + IPTp + LLIN Routine-Urban + SMC + LSM","CM + IPTp + LLIN Routine-Urban + SMC + Vaccine + LSM","CM + IPTp + LLIN Routine-Urban + SMC + LSM"
"26","Federal Capital Territory","Bwari","CM","SMC",NA,NA,"IPTp","Vaccine",NA,NA,"LSM","LLIN Routine","Urban","LLIN Routine-Urban","CM + IPTp + LLIN Routine-Urban + SMC + Vaccine + LSM","CM + IPTp + LLIN Routine-Urban + SMC + LSM","CM + IPTp + LLIN Routine-Urban + SMC + Vaccine + LSM","CM + IPTp + LLIN Routine-Urban + SMC + LSM"
"27","Federal Capital Territory","Gwagwalada","CM","SMC",NA,NA,"IPTp","Vaccine",NA,NA,"LSM","LLIN Routine","Urban","LLIN Routine-Urban","CM + IPTp + LLIN Routine-Urban + SMC + Vaccine + LSM","CM + IPTp + LLIN Routine-Urban + SMC + LSM","CM + IPTp + LLIN Routine-Urban + SMC + Vaccine + LSM","CM + IPTp + LLIN Routine-Urban + SMC + LSM"
"28","Federal Capital Territory","Kuje","CM","SMC",NA,NA,"IPTp","Vaccine",NA,NA,"LSM","LLIN Routine","Urban","LLIN Routine-Urban","CM + IPTp + LLIN Routine-Urban + SMC + Vaccine + LSM","CM + IPTp + LLIN Routine-Urban + SMC + LSM","CM + IPTp + LLIN Routine-Urban + SMC + Vaccine + LSM","CM + IPTp + LLIN Routine-Urban + SMC + LSM"
"29","Federal Capital Territory","Kwali","CM","SMC",NA,NA,"IPTp","Vaccine",NA,NA,"LSM","LLIN Routine",NA,"LLIN Routine","CM + IPTp + LLIN Routine + SMC + Vaccine + LSM","CM + IPTp + LLIN Routine + SMC + LSM","CM + IPTp + LLIN Routine + SMC + Vaccine + LSM","CM + IPTp + LLIN Routine + SMC + LSM"
"30","Kogi","Adavi","CM","SMC",NA,NA,"IPTp","Vaccine",NA,NA,"LSM","LLIN Routine",NA,"LLIN Routine","CM + IPTp + LLIN Routine + SMC + Vaccine + LSM","CM + IPTp + LLIN Routine + SMC + LSM","CM + IPTp + LLIN Routine + SMC + Vaccine + LSM","CM + IPTp + LLIN Routine + SMC + LSM"
"31","Kogi","Ajaokuta","CM","SMC",NA,NA,"IPTp","Vaccine",NA,NA,"LSM","LLIN Routine",NA,"LLIN Routine","CM + IPTp + LLIN Routine + SMC + Vaccine + LSM","CM + IPTp + LLIN Routine + SMC + LSM","CM + IPTp + LLIN Routine + SMC + Vaccine + LSM","CM + IPTp + LLIN Routine + SMC + LSM"
"32","Kogi","Ankpa","CM",NA,"PMC",NA,"IPTp","Vaccine",NA,NA,"LSM","LLIN Routine",NA,"LLIN Routine","CM + IPTp + LLIN Routine + PMC + Vaccine + LSM","CM + IPTp + LLIN Routine + PMC + LSM","CM + IPTp + LLIN Routine + Vaccine + LSM","CM + IPTp + LLIN Routine + LSM"
"33","Kogi","Bassa1","CM","SMC",NA,NA,"IPTp","Vaccine",NA,NA,"LSM","LLIN Routine",NA,"LLIN Routine","CM + IPTp + LLIN Routine + SMC + Vaccine + LSM","CM + IPTp + LLIN Routine + SMC + LSM","CM + IPTp + LLIN Routine + SMC + Vaccine + LSM","CM + IPTp + LLIN Routine + SMC + LSM"
"34","Kogi","Dekina","CM","SMC",NA,NA,"IPTp","Vaccine",NA,NA,"LSM","LLIN Routine",NA,"LLIN Routine","CM + IPTp + LLIN Routine + SMC + Vaccine + LSM","CM + IPTp + LLIN Routine + SMC + LSM","CM + IPTp + LLIN Routine + SMC + Vaccine + LSM","CM + IPTp + LLIN Routine + SMC + LSM"
"35","Kogi","Ibaji","CM",NA,"PMC",NA,"IPTp","Vaccine",NA,NA,"LSM","LLIN Routine",NA,"LLIN Routine","CM + IPTp + LLIN Routine + PMC + Vaccine + LSM","CM + IPTp + LLIN Routine + PMC + LSM","CM + IPTp + LLIN Routine + Vaccine + LSM","CM + IPTp + LLIN Routine + LSM"
"36","Kogi","Idah","CM",NA,"PMC",NA,"IPTp","Vaccine",NA,NA,"LSM","LLIN Routine",NA,"LLIN Routine","CM + IPTp + LLIN Routine + PMC + Vaccine + LSM","CM + IPTp + LLIN Routine + PMC + LSM","CM + IPTp + LLIN Routine + Vaccine + LSM","CM + IPTp + LLIN Routine + LSM"
"37","Kogi","Igalamela-Odolu","CM",NA,"PMC",NA,"IPTp","Vaccine",NA,NA,"LSM","LLIN Routine",NA,"LLIN Routine","CM + IPTp + LLIN Routine + PMC + Vaccine + LSM","CM + IPTp + LLIN Routine + PMC + LSM","CM + IPTp + LLIN Routine + Vaccine + LSM","CM + IPTp + LLIN Routine + LSM"
"38","Kogi","Ijumu","CM",NA,"PMC",NA,"IPTp","Vaccine",NA,NA,"LSM","LLIN Routine",NA,"LLIN Routine","CM + IPTp + LLIN Routine + PMC + Vaccine + LSM","CM + IPTp + LLIN Routine + PMC + LSM","CM + IPTp + LLIN Routine + Vaccine + LSM","CM + IPTp + LLIN Routine + LSM"
"39","Kogi","Kabba/Bunu","CM",NA,"PMC",NA,"IPTp","Vaccine",NA,NA,"LSM","LLIN Routine",NA,"LLIN Routine","CM + IPTp + LLIN Routine + PMC + Vaccine + LSM","CM + IPTp + LLIN Routine + PMC + LSM","CM + IPTp + LLIN Routine + Vaccine + LSM","CM + IPTp + LLIN Routine + LSM"
"40","Kogi","Kogi","CM","SMC",NA,NA,"IPTp","Vaccine",NA,NA,"LSM","LLIN Routine",NA,"LLIN Routine","CM + IPTp + LLIN Routine + SMC + Vaccine + LSM","CM + IPTp + LLIN Routine + SMC + LSM","CM + IPTp + LLIN Routine + SMC + Vaccine + LSM","CM + IPTp + LLIN Routine + SMC + LSM"
"41","Kogi","Lokoja","CM","SMC",NA,NA,"IPTp","Vaccine",NA,NA,"LSM","LLIN Routine",NA,"LLIN Routine","CM + IPTp + LLIN Routine + SMC + Vaccine + LSM","CM + IPTp + LLIN Routine + SMC + LSM","CM + IPTp + LLIN Routine + SMC + Vaccine + LSM","CM + IPTp + LLIN Routine + SMC + LSM"
"42","Kogi","Mopa-Muro","CM",NA,"PMC",NA,"IPTp","Vaccine",NA,NA,"LSM","LLIN Routine",NA,"LLIN Routine","CM + IPTp + LLIN Routine + PMC + Vaccine + LSM","CM + IPTp + LLIN Routine + PMC + LSM","CM + IPTp + LLIN Routine + Vaccine + LSM","CM + IPTp + LLIN Routine + LSM"
"43","Kogi","Ofu","CM",NA,"PMC",NA,"IPTp","Vaccine",NA,NA,"LSM","LLIN Routine",NA,"LLIN Routine","CM + IPTp + LLIN Routine + PMC + Vaccine + LSM","CM + IPTp + LLIN Routine + PMC + LSM","CM + IPTp + LLIN Routine + Vaccine + LSM","CM + IPTp + LLIN Routine + LSM"
"44","Kogi","Ogori/Mangongo","CM",NA,"PMC",NA,"IPTp","Vaccine",NA,NA,"LSM","LLIN Routine",NA,"LLIN Routine","CM + IPTp + LLIN Routine + PMC + Vaccine + LSM","CM + IPTp + LLIN Routine + PMC + LSM","CM + IPTp + LLIN Routine + Vaccine + LSM","CM + IPTp + LLIN Routine + LSM"
"45","Kogi","Okehi","CM","SMC",NA,NA,"IPTp","Vaccine",NA,NA,"LSM","LLIN Routine",NA,"LLIN Routine","CM + IPTp + LLIN Routine + SMC + Vaccine + LSM","CM + IPTp + LLIN Routine + SMC + LSM","CM + IPTp + LLIN Routine + SMC + Vaccine + LSM","CM + IPTp + LLIN Routine + SMC + LSM"
"46","Kogi","Okene","CM",NA,"PMC",NA,"IPTp","Vaccine",NA,NA,"LSM","LLIN Routine",NA,"LLIN Routine","CM + IPTp + LLIN Routine + PMC + Vaccine + LSM","CM + IPTp + LLIN Routine + PMC + LSM","CM + IPTp + LLIN Routine + Vaccine + LSM","CM + IPTp + LLIN Routine + LSM"
"47","Kogi","Olamabolo","CM",NA,"PMC",NA,"IPTp","Vaccine",NA,NA,"LSM","LLIN Routine",NA,"LLIN Routine","CM + IPTp + LLIN Routine + PMC + Vaccine + LSM","CM + IPTp + LLIN Routine + PMC + LSM","CM + IPTp + LLIN Routine + Vaccine + LSM","CM + IPTp + LLIN Routine + LSM"
"48","Kogi","Omala","CM","SMC",NA,NA,"IPTp","Vaccine",NA,NA,"LSM","LLIN Routine",NA,"LLIN Routine","CM + IPTp + LLIN Routine + SMC + Vaccine + LSM","CM + IPTp + LLIN Routine + SMC + LSM","CM + IPTp + LLIN Routine + SMC + Vaccine + LSM","CM + IPTp + LLIN Routine + SMC + LSM"
"49","Kogi","Yagba East","CM","SMC",NA,NA,"IPTp","Vaccine",NA,NA,"LSM","LLIN Routine",NA,"LLIN Routine","CM + IPTp + LLIN Routine + SMC + Vaccine + LSM","CM + IPTp + LLIN Routine + SMC + LSM","CM + IPTp + LLIN Routine + SMC + Vaccine + LSM","CM + IPTp + LLIN Routine + SMC + LSM"
"50","Kogi","Yagba West","CM","SMC",NA,NA,"IPTp","Vaccine",NA,NA,"LSM","LLIN Routine",NA,"LLIN Routine","CM + IPTp + LLIN Routine + SMC + Vaccine + LSM","CM + IPTp + LLIN Routine + SMC + LSM","CM + IPTp + LLIN Routine + SMC + Vaccine + LSM","CM + IPTp + LLIN Routine + SMC + LSM"
"51","Kwara","Asa","CM","SMC",NA,NA,"IPTp","Vaccine",NA,NA,"LSM","LLIN Routine",NA,"LLIN Routine","CM + IPTp + LLIN Routine + SMC + Vaccine + LSM","CM + IPTp + LLIN Routine + SMC + LSM","CM + IPTp + LLIN Routine + SMC + Vaccine + LSM","CM + IPTp + LLIN Routine + SMC + LSM"
"52","Kwara","Baruten","CM","SMC",NA,NA,"IPTp","Vaccine",NA,NA,"LSM","LLIN Routine",NA,"LLIN Routine","CM + IPTp + LLIN Routine + SMC + Vaccine + LSM","CM + IPTp + LLIN Routine + SMC + LSM","CM + IPTp + LLIN Routine + SMC + Vaccine + LSM","CM + IPTp + LLIN Routine + SMC + LSM"
"53","Kwara","Edu","CM","SMC",NA,NA,"IPTp","Vaccine",NA,NA,"LSM","LLIN Routine",NA,"LLIN Routine","CM + IPTp + LLIN Routine + SMC + Vaccine + LSM","CM + IPTp + LLIN Routine + SMC + LSM","CM + IPTp + LLIN Routine + SMC + Vaccine + LSM","CM + IPTp + LLIN Routine + SMC + LSM"
"54","Kwara","Ekiti","CM",NA,"PMC",NA,"IPTp","Vaccine",NA,NA,"LSM","LLIN Routine",NA,"LLIN Routine","CM + IPTp + LLIN Routine + PMC + Vaccine + LSM","CM + IPTp + LLIN Routine + PMC + LSM","CM + IPTp + LLIN Routine + Vaccine + LSM","CM + IPTp + LLIN Routine + LSM"
"55","Kwara","Ifelodun1","CM","SMC",NA,NA,"IPTp","Vaccine",NA,NA,"LSM","LLIN Routine",NA,"LLIN Routine","CM + IPTp + LLIN Routine + SMC + Vaccine + LSM","CM + IPTp + LLIN Routine + SMC + LSM","CM + IPTp + LLIN Routine + SMC + Vaccine + LSM","CM + IPTp + LLIN Routine + SMC + LSM"
"56","Kwara","Ilorin East","CM","SMC",NA,NA,"IPTp","Vaccine",NA,NA,"LSM","LLIN Routine","Urban","LLIN Routine-Urban","CM + IPTp + LLIN Routine-Urban + SMC + Vaccine + LSM","CM + IPTp + LLIN Routine-Urban + SMC + LSM","CM + IPTp + LLIN Routine-Urban + SMC + Vaccine + LSM","CM + IPTp + LLIN Routine-Urban + SMC + LSM"
"57","Kwara","Ilorin South","CM","SMC",NA,NA,"IPTp","Vaccine",NA,NA,"LSM","LLIN Routine","Urban","LLIN Routine-Urban","CM + IPTp + LLIN Routine-Urban + SMC + Vaccine + LSM","CM + IPTp + LLIN Routine-Urban + SMC + LSM","CM + IPTp + LLIN Routine-Urban + SMC + Vaccine + LSM","CM + IPTp + LLIN Routine-Urban + SMC + LSM"
"58","Kwara","Ilorin West","CM","SMC",NA,NA,"IPTp","Vaccine",NA,NA,"LSM","LLIN Routine","Urban","LLIN Routine-Urban","CM + IPTp + LLIN Routine-Urban + SMC + Vaccine + LSM","CM + IPTp + LLIN Routine-Urban + SMC + LSM","CM + IPTp + LLIN Routine-Urban + SMC + Vaccine + LSM","CM + IPTp + LLIN Routine-Urban + SMC + LSM"
"59","Kwara","Irepodun1","CM",NA,"PMC",NA,"IPTp","Vaccine",NA,NA,"LSM","LLIN Routine",NA,"LLIN Routine","CM + IPTp + LLIN Routine + PMC + Vaccine + LSM","CM + IPTp + LLIN Routine + PMC + LSM","CM + IPTp + LLIN Routine + Vaccine + LSM","CM + IPTp + LLIN Routine + LSM"
"60","Kwara","Isin","CM",NA,"PMC",NA,"IPTp","Vaccine",NA,NA,"LSM","LLIN Routine",NA,"LLIN Routine","CM + IPTp + LLIN Routine + PMC + Vaccine + LSM","CM + IPTp + LLIN Routine + PMC + LSM","CM + IPTp + LLIN Routine + Vaccine + LSM","CM + IPTp + LLIN Routine + LSM"
"61","Kwara","Kaiama","CM","SMC",NA,NA,"IPTp","Vaccine",NA,NA,"LSM","LLIN Routine",NA,"LLIN Routine","CM + IPTp + LLIN Routine + SMC + Vaccine + LSM","CM + IPTp + LLIN Routine + SMC + LSM","CM + IPTp + LLIN Routine + SMC + Vaccine + LSM","CM + IPTp + LLIN Routine + SMC + LSM"
"62","Kwara","Moro","CM","SMC",NA,NA,"IPTp","Vaccine",NA,NA,"LSM","LLIN Routine",NA,"LLIN Routine","CM + IPTp + LLIN Routine + SMC + Vaccine + LSM","CM + IPTp + LLIN Routine + SMC + LSM","CM + IPTp + LLIN Routine + SMC + Vaccine + LSM","CM + IPTp + LLIN Routine + SMC + LSM"
"63","Kwara","Offa","CM",NA,"PMC",NA,"IPTp","Vaccine",NA,NA,"LSM","LLIN Routine",NA,"LLIN Routine","CM + IPTp + LLIN Routine + PMC + Vaccine + LSM","CM + IPTp + LLIN Routine + PMC + LSM","CM + IPTp + LLIN Routine + Vaccine + LSM","CM + IPTp + LLIN Routine + LSM"
"64","Kwara","Oke-Ero","CM","SMC",NA,NA,"IPTp","Vaccine",NA,NA,"LSM","LLIN Routine",NA,"LLIN Routine","CM + IPTp + LLIN Routine + SMC + Vaccine + LSM","CM + IPTp + LLIN Routine + SMC + LSM","CM + IPTp + LLIN Routine + SMC + Vaccine + LSM","CM + IPTp + LLIN Routine + SMC + LSM"
"65","Kwara","Oyun","CM",NA,"PMC",NA,"IPTp","Vaccine",NA,NA,"LSM","LLIN Routine",NA,"LLIN Routine","CM + IPTp + LLIN Routine + PMC + Vaccine + LSM","CM + IPTp + LLIN Routine + PMC + LSM","CM + IPTp + LLIN Routine + Vaccine + LSM","CM + IPTp + LLIN Routine + LSM"
"66","Kwara","Pategi","CM","SMC",NA,NA,"IPTp","Vaccine",NA,NA,"LSM","LLIN Routine",NA,"LLIN Routine","CM + IPTp + LLIN Routine + SMC + Vaccine + LSM","CM + IPTp + LLIN Routine + SMC + LSM","CM + IPTp + LLIN Routine + SMC + Vaccine + LSM","CM + IPTp + LLIN Routine + SMC + LSM"
"67","Nasarawa","Akwanga","CM","SMC",NA,NA,"IPTp","Vaccine",NA,NA,"LSM","LLIN Campaign",NA,"LLIN Campaign","CM + IPTp + LLIN Campaign + SMC + Vaccine + LSM","CM + IPTp + LLIN Campaign + SMC + LSM","CM + IPTp + LLIN Campaign + SMC + Vaccine + LSM","CM + IPTp + LLIN Campaign + SMC + LSM"
"68","Nasarawa","Awe","CM","SMC",NA,NA,"IPTp","Vaccine",NA,NA,"LSM","LLIN Campaign",NA,"LLIN Campaign","CM + IPTp + LLIN Campaign + SMC + Vaccine + LSM","CM + IPTp + LLIN Campaign + SMC + LSM","CM + IPTp + LLIN Campaign + SMC + Vaccine + LSM","CM + IPTp + LLIN Campaign + SMC + LSM"
"69","Nasarawa","Doma","CM","SMC",NA,NA,"IPTp","Vaccine",NA,NA,"LSM","LLIN Campaign",NA,"LLIN Campaign","CM + IPTp + LLIN Campaign + SMC + Vaccine + LSM","CM + IPTp + LLIN Campaign + SMC + LSM","CM + IPTp + LLIN Campaign + SMC + Vaccine + LSM","CM + IPTp + LLIN Campaign + SMC + LSM"
"70","Nasarawa","Karu","CM","SMC",NA,NA,"IPTp","Vaccine",NA,NA,"LSM","LLIN Campaign",NA,"LLIN Campaign","CM + IPTp + LLIN Campaign + SMC + Vaccine + LSM","CM + IPTp + LLIN Campaign + SMC + LSM","CM + IPTp + LLIN Campaign + SMC + Vaccine + LSM","CM + IPTp + LLIN Campaign + SMC + LSM"
"71","Nasarawa","Keana","CM","SMC",NA,NA,"IPTp","Vaccine",NA,NA,"LSM","LLIN Campaign",NA,"LLIN Campaign","CM + IPTp + LLIN Campaign + SMC + Vaccine + LSM","CM + IPTp + LLIN Campaign + SMC + LSM","CM + IPTp + LLIN Campaign + SMC + Vaccine + LSM","CM + IPTp + LLIN Campaign + SMC + LSM"
"72","Nasarawa","Keffi","CM","SMC",NA,NA,"IPTp","Vaccine",NA,NA,"LSM","LLIN Campaign",NA,"LLIN Campaign","CM + IPTp + LLIN Campaign + SMC + Vaccine + LSM","CM + IPTp + LLIN Campaign + SMC + LSM","CM + IPTp + LLIN Campaign + SMC + Vaccine + LSM","CM + IPTp + LLIN Campaign + SMC + LSM"
"73","Nasarawa","Kokona","CM","SMC",NA,NA,"IPTp","Vaccine",NA,NA,"LSM","LLIN Campaign",NA,"LLIN Campaign","CM + IPTp + LLIN Campaign + SMC + Vaccine + LSM","CM + IPTp + LLIN Campaign + SMC + LSM","CM + IPTp + LLIN Campaign + SMC + Vaccine + LSM","CM + IPTp + LLIN Campaign + SMC + LSM"
"74","Nasarawa","Lafia","CM","SMC",NA,NA,"IPTp","Vaccine",NA,NA,"LSM","LLIN Campaign",NA,"LLIN Campaign","CM + IPTp + LLIN Campaign + SMC + Vaccine + LSM","CM + IPTp + LLIN Campaign + SMC + LSM","CM + IPTp + LLIN Campaign + SMC + Vaccine + LSM","CM + IPTp + LLIN Campaign + SMC + LSM"
"75","Nasarawa","Nasarawa2","CM","SMC",NA,NA,"IPTp","Vaccine",NA,NA,"LSM","LLIN Campaign",NA,"LLIN Campaign","CM + IPTp + LLIN Campaign + SMC + Vaccine + LSM","CM + IPTp + LLIN Campaign + SMC + LSM","CM + IPTp + LLIN Campaign + SMC + Vaccine + LSM","CM + IPTp + LLIN Campaign + SMC + LSM"
"76","Nasarawa","Nasarawa-Eggon","CM","SMC",NA,NA,"IPTp","Vaccine",NA,NA,"LSM","LLIN Campaign",NA,"LLIN Campaign","CM + IPTp + LLIN Campaign + SMC + Vaccine + LSM","CM + IPTp + LLIN Campaign + SMC + LSM","CM + IPTp + LLIN Campaign + SMC + Vaccine + LSM","CM + IPTp + LLIN Campaign + SMC + LSM"
